,0
127,-0.0045600000000000016
128,-0.020220000000000002
129,-0.004090000000000003
130,-0.006750000000000006
131,-0.0037400000000000003
132,-0.008280000000000003
133,-0.0019600000000000034
134,-0.004340000000000004
135,-0.006150000000000003
136,-0.005260000000000001
137,-0.0035299999999999984
138,-0.0002500000000000002
139,-0.0012199999999999989
140,0.0028700000000000045
141,-0.00047000000000000514
142,-0.002930000000000002
143,-0.0027599999999999986
144,5.000000000000143e-05
145,-0.0016700000000000048
146,-0.0012500000000000011
147,-0.016020000000000003
148,-0.006570000000000006
149,-0.013030000000000003
150,-0.0038000000000000048
151,-0.011200000000000005
152,0.00021999999999999797
153,-0.012909999999999998
154,-0.01489
155,-0.011530000000000006
156,-0.006050000000000007
157,-0.01899
158,-0.007719999999999998
159,-0.015380000000000001
160,-0.005749999999999998
161,-0.016390000000000002
162,-0.013700000000000004
163,0.0009600000000000025
164,-0.010780000000000005
165,-0.007949999999999999
166,-0.0076999999999999985
167,-0.0017700000000000007
168,-0.012900000000000002
169,-0.020220000000000002
170,-0.0017300000000000024
171,0.004339999999999997
172,-0.0078099999999999975
173,0.0021899999999999975
174,-0.0018200000000000022
175,-0.009770000000000001
176,-0.00562
177,-0.013480000000000002
178,-0.011520000000000002
179,-0.01698
180,-0.030250000000000003
181,-0.014750000000000003
182,-0.01488
183,-0.02025
184,-0.024570000000000005
185,-0.01262
186,-0.01261
187,-0.011430000000000003
188,-0.011900000000000004
189,-0.015
190,-0.020740000000000005
191,-0.01722
192,-0.022290000000000004
193,-0.007360000000000005
194,-0.0038600000000000023
195,-0.022520000000000002
196,-0.020220000000000002
197,-0.015920000000000004
198,-0.02436
199,-0.01689
200,-0.039520000000000007
201,-0.030210000000000004
202,-0.02091
203,-0.02654
204,-0.027890000000000005
205,-0.0234
206,-0.020990000000000005
207,-0.02225
208,-0.023410000000000004
209,-0.0342
210,-0.03211
211,-0.01579
212,-0.028590000000000004
213,-0.025030000000000004
214,-0.01208
215,-0.02265
216,-0.03236
217,-0.03677
218,-0.016110000000000003
219,-0.03132
220,-0.0223
221,-0.01558
222,-0.009149999999999998
223,-0.02522
224,-0.033280000000000004
225,-0.015120000000000001
226,-0.017960000000000004
227,-0.03941000000000001
228,-0.03524000000000001
229,-0.018790000000000005
230,-0.024000000000000004
231,-0.03928
232,-0.015920000000000004
233,-0.03351
234,-0.02181
235,-0.013940000000000001
236,-0.018500000000000003
237,-0.018740000000000003
238,-0.03146
239,-0.0196
240,-0.018640000000000004
241,-0.030110000000000005
242,-0.030390000000000004
243,-0.03355
244,-0.02432
245,-0.01878
246,-0.017170000000000005
247,-0.02003
248,-0.023600000000000003
249,-0.026070000000000003
250,-0.027640000000000005
251,-0.018510000000000002
252,-0.02118
253,-0.0034300000000000025
254,-0.015590000000000003
255,-0.03495
256,-0.020430000000000004
257,-0.020560000000000002
258,-0.014050000000000003
259,-0.0198
260,-0.01576
261,-0.020180000000000003
262,-0.018880000000000004
263,-0.020070000000000005
264,-0.026500000000000003
265,-0.019170000000000003
266,-0.021560000000000003
267,-0.02271
268,-0.01867
269,-0.012140000000000005
270,-0.019760000000000003
271,-0.02223
272,-0.021100000000000004
273,-0.021400000000000002
274,-0.01926
275,-0.021670000000000002
276,-0.022720000000000004
277,-0.015610000000000006
278,-0.015120000000000001
279,-0.01361
280,-0.01984
281,-0.00929
282,-0.015150000000000004
283,-0.016730000000000002
284,-0.019850000000000003
285,-0.020100000000000003
286,-0.0186
287,-0.018260000000000002
288,-0.008379999999999999
289,-0.010519999999999998
290,-0.016580000000000004
291,-0.022090000000000002
292,-0.02068
293,-0.021470000000000003
294,-0.02001
295,-0.017390000000000003
296,-0.01793
297,-0.020290000000000002
298,-0.023840000000000004
299,-0.026430000000000002
300,-0.022620000000000005
301,-0.0226
302,-0.020110000000000003
303,-0.022240000000000003
304,-0.024440000000000003
305,-0.02532
306,-0.018380000000000004
307,-0.01777
308,-0.021300000000000003
309,-0.025730000000000003
310,-0.01843
311,-0.012980000000000005
312,-0.02563
313,-0.02373
314,-0.02399
315,-0.02642
316,-0.0304
317,-0.0259
318,-0.022060000000000003
319,-0.017290000000000003
320,-0.02286
321,-0.02307
322,-0.021380000000000003
323,-0.021230000000000002
324,-0.0223
325,-0.018710000000000004
326,-0.02001
327,-0.01724
328,-0.022370000000000004
329,-0.023030000000000002
330,-0.024480000000000002
331,-0.02271
332,-0.025450000000000004
333,-0.023690000000000003
334,-0.020740000000000005
335,-0.02144
336,-0.021630000000000003
337,-0.023180000000000003
338,-0.01926
339,-0.022640000000000004
340,-0.02307
341,-0.02737
342,-0.015980000000000005
343,-0.024500000000000004
344,-0.02111
345,-0.02291
346,-0.01833
347,-0.01845
348,-0.01558
349,-0.02144
350,-0.01922
351,-0.02023
352,-0.018790000000000005
353,-0.020140000000000005
354,-0.02168
