,0
0,-0.006067839451134205
1,-0.01547793298959732
2,-0.00799739919602871
3,-0.005713204387575388
4,-0.004130519460886717
5,-0.008379710838198662
6,0.0008324543596245348
7,-0.004618089646100998
8,-0.0031880363821983337
9,0.0031468826346099377
10,-0.0018470963696017861
11,-0.003348050406202674
12,-0.002314731478691101
13,-0.004419906064867973
14,-0.0021208079997450113
15,-0.005524785257875919
16,-0.006651094648987055
17,-0.010115202516317368
18,-0.013335900381207466
19,-0.010850240476429462
20,-0.0024248207919299603
21,-0.004516965243965387
22,-0.0005572508089244366
23,-0.008240503259003162
24,-0.006831845734268427
25,-0.003846902633085847
26,-0.005329849198460579
27,-0.005450764670968056
28,-0.012729951180517673
29,-0.008235636167228222
30,-0.010543787851929665
31,-0.005975853186100721
32,-0.00811718963086605
33,-0.008491934277117252
34,-0.008119910024106503
35,-0.01061249990016222
36,-0.0026676361449062824
37,-0.018419669941067696
38,-0.007756776642054319
39,-0.008632616139948368
40,-0.010445738211274147
41,-0.003910502884536982
42,-0.007226589601486921
43,-0.007507448084652424
44,-0.008103759028017521
45,-0.005011215340346098
46,0.003800246398895979
47,-0.010843808762729168
48,-0.005720249377191067
49,-0.002176444511860609
50,-0.004896196071058512
51,-0.003297612303867936
52,-0.012883410789072514
53,-0.007472435478121042
54,-0.005317044910043478
55,-0.004618015605956316
56,-0.005033875349909067
57,0.0002672242699190974
58,-0.0018624902004376054
59,-0.003941409755498171
60,-0.006815263070166111
61,-0.007135768886655569
62,-0.004246127791702747
63,-0.0012845100136473775
64,0.00029399862978607416
65,-0.0020326515659689903
66,0.0022815214470028877
67,0.0035820144694298506
68,-0.008379371836781502
69,-0.002108041662722826
70,-0.007512904237955809
71,-0.0028027398511767387
72,-0.0036527730990201235
73,-0.009080843068659306
74,-0.0023888959549367428
75,0.0011600254802033305
76,0.002386571606621146
77,-0.0016769926296547055
78,0.0030031504575163126
79,0.0030134182889014482
80,0.0012326372088864446
81,-0.001767367939464748
82,-0.0014955508522689342
83,-0.00029711457318626344
84,-0.0024616322480142117
85,0.006415436044335365
86,-0.002139039570465684
87,-0.0025023259222507477
88,-0.00044044741662219167
89,-0.007621337193995714
90,-0.005436826962977648
91,0.0022322721779346466
92,-0.0025164771359413862
93,-0.0012340131215751171
94,-0.007504680659621954
95,0.000438022572780028
96,-0.009969874285161495
97,-0.011993124149739742
98,-0.0022995155304670334
