TRUE,fit,prediction
-0.01401,-0.013309087,
-0.01295,-0.010284193,
-0.01332,-0.014206916,
-0.00992,-0.011604056,
-0.01462,-0.011214561,
-0.0115,-0.010774948,
-0.01052,-0.010235744,
-0.01572,-0.015192783,
-0.01856,-0.018819842,
-0.00881,-0.009775781,
-0.01087,-0.011212538,
-0.01033,-0.007465651,
-0.0103,-0.010151972,
-0.00738,-0.006422327,
-0.00595,-0.006463006,
-0.00956,-0.009706706,
-0.01003,-0.010562151,
-0.00845,-0.007578185,
-0.01165,-0.00990202,
-0.00977,-0.008275319,
-0.0096,-0.008986038,
-0.0123,-0.011901144,
-0.00713,-0.011434017,
-0.00445,-0.005535577,
-0.01097,-0.01182844,
-0.01362,-0.013819712,
-0.00895,-0.007578185,
-0.01305,-0.013456602,
-0.01169,-0.011138111,
-0.00543,-0.005030054,
-0.00334,-0.002205836,
0.00168,-0.003559014,
-0.00272,-0.001492697,
-0.00044,-0.002079705,
-0.00386,-0.004977799,
-0.00703,-0.004900136,
-0.00829,-0.007460013,
-0.00519,-0.002913209,
-0.00575,-0.004388387,
-0.00116,0.002692352,
-0.00437,-0.001070423,
-0.00414,-0.004533648,
-0.00187,-0.000608095,
-0.00087,-0.000922748,
-0.00214,-0.001003455,
-0.00575,-0.000809942,
0.00343,0.001313217,
0.00514,0.003136628,
0.00314,0.00231175,
0.00274,0.001134362,
-0.00024,-0.000775322,
-0.0015,-0.002911254,
0.00156,0.000517846,
0.00357,6.44E-05,
0.00001,0.003063964,
0.00422,0.006021622,
0.00095,-0.000252157,
0.00015,-0.000284488,
-0.00869,-0.004064416,
-0.00704,-0.00553699,
-0.003,-0.005483886,
-0.00485,-0.003612816,
0.00029,0.000460922,
-0.00634,-0.006780974,
-0.00061,-0.000345772,
-0.0001,0.000758799,
-0.00195,-0.001608581,
0.00271,0.002220412,
-0.00359,-5.42E-05,
-0.00257,-0.001003455,
-0.00423,-0.002595176,
-0.01336,-0.012294589,
0.00259,0.001911781,
0.00517,-0.001431232,
-0.0033,-0.0084953,
-0.00407,-0.004897421,
-0.00291,-0.003203564,
-0.0036,-0.001675879,
-0.00361,-0.005804425,
0.00024,-0.00190272,
-0.00644,-0.009393536,
-0.0095,-0.010942715,
-0.00921,-0.011214561,
-0.01026,-0.008109954,
-0.01033,-0.010221787,
-0.00557,-0.004133754,
0.00385,0.00121762,
-0.00619,-0.005708776,
0.00283,-0.003512292,
-0.00989,-0.010517428,
-0.00225,-0.002690634,
-0.00139,0.001432538,
0.01438,0.020597352,
0.01108,0.009648976,
0.01168,0.008538702,
-0.00962,-0.010038911,
-0.01219,-0.012640976,
-0.00852,-0.009447626,
-0.00793,-0.006826367,
-0.00482,-0.007143256,
-0.00893,-0.006642027,
0.00111,-0.002542292,
-0.00747,-0.003545403,
0.00136,-0.003683593,
0.0052,0.002619086,
0.00764,0.001301142,
0.01286,0.010735264,
0.02241,0.012410353,
0.0095,0.009231076,
-0.0085,-0.003900876,
-0.00821,-0.006037984,
-0.00999,-0.007493469,
-0.01102,-0.008296581,
-0.00963,-0.009740576,
-0.00639,-0.002529708,
-0.00733,-0.007818455,
0.00525,0.005218521,
-0.01321,-0.012248425,
-0.00031,-0.003690794,
0.0113,0.012954483,
-0.00716,-0.012545635,
0.00381,0.003551716,
-0.01956,-0.014005879,
-0.01233,-0.012365881,
0.00614,0.021290066,
0.00159,0.013422137,
-0.0055,0.004344744,
-0.0035,-0.009719084,
-0.01899,-0.014413909,
-0.00937,-0.010827518,
-0.00971,-0.013194675,
-0.01513,-0.007722064,
-0.00172,-0.006492575,
-0.0039,-0.002285836,
0.0009,0.001116824,
0.00104,-0.001832296,
-0.01164,-0.002275265,
-0.00471,-0.000200873,
-0.00191,0.000569686,
-0.01162,-0.00998583,
-0.01304,-0.01334562,
-0.0077,-0.009218674,
0.00797,-0.001959404,
-0.00321,0.0050572,
-0.00993,-0.008008699,
-0.00857,3.37E-05,
-0.01529,-0.00785861,
-0.01523,-0.003389597,
-0.01498,-0.010006392,
-0.00823,-6.23E-05,
-0.00473,-0.004284929,
-0.00596,-0.006294996,
-0.00867,-0.005516664,
-0.00681,-0.007573321,
-0.0132,-0.007071555,
-0.00475,0.002835777,
-0.017,-0.010292478,
-0.00562,-0.008058233,
-0.00996,-0.007106231,
-0.0067,0.001931482,
-0.00179,-0.000364475,
0.00707,0.018843515,
-0.01055,-0.010623366,
0.00398,0.006491296,
-0.00438,-0.009470588,
-0.00691,-0.004635738,
-0.00341,-0.000746186,
-0.00105,-0.003072467,
-0.01014,-0.006134874,
-0.00587,-0.008016549,
-0.00377,-0.005676803,
-0.00999,-0.013811441,
0.00032,-0.002144926,
-0.00265,0.000304775,
0.00412,0.00502265,
-0.00499,0.001862313,
-0.01726,-0.010045062,
-0.01131,-0.009230681,
0.00553,-0.003006679,
-0.01292,0.000398849,
-0.00286,0.004762222,
0.00101,-0.0006679,
0.00621,0.007041259,
0.00169,-0.001967301,
-0.00851,-0.00649433,
0.00442,0.004044207,
-0.01192,-0.015289453,
0.00671,0.002864998,
0.00176,-0.007802977,
-0.0043,-0.005481119,
0.00598,-0.000775627,
-0.0081,-0.010883908,
-0.01138,-0.008648308,
-0.01799,-0.017233871,
-0.0089,-0.008137296,
-0.0128,-0.013924497,
-0.00606,-0.005444148,
-0.01571,-0.014482093,
-0.02163,-0.013545414,
-0.00193,-0.012178043,
-0.01112,-0.007935579,
-0.00361,-0.006577439,
-0.01394,-0.01129673,
-0.01235,-0.011852678,
-0.01834,-0.011621298,
0.01091,0.008631721,
-0.00279,-0.00754365,
0.00598,0.008263819,
-0.01458,-0.011039535,
-0.00852,-0.012943191,
-0.01787,-0.018301565,
0.00117,0.000712545,
0.00553,0.004943963,
-0.00038,-0.001088498,
0.00151,0.002793053,
-0.00013,0.004424712,
0.00811,0.003724723,
0.00939,0.00581534,
0.0028,0.006242381,
-0.00298,-0.003593747,
0.00409,-0.000631687,
-0.00606,-0.010783996,
-0.0001,-0.004388387,
0.00229,-0.0017381,
0.00007,-0.000125238,
-0.00363,-0.000620462,
0.00163,-0.001246662,
-0.0034,-0.000865414,
-0.00492,-0.00499013,
-0.00836,-0.009003165,
-0.01071,-0.009479608,
0.00285,-7.74E-05,
0.00117,0.004664334,
0.00352,0.002556848,
0.00574,0.003682821,
-0.00269,-0.00193089,
-0.01571,-0.014261318,
-0.00368,-0.000868864,
0.00031,-0.000457201,
0.0012,0.004423216,
-0.01363,-0.015914677,
-0.00283,-0.002117488,
-0.00082,0.000877029,
-0.00143,-0.005000552,
-0.00012,-0.000125238,
0.00332,0.003810189,
0.00161,0.000475185,
0.00301,0.005938773,
0.00009,0.003987472,
0.00019,0.00186789,
0.00285,0.004401239,
0.0042,0.003265308,
0.00255,-0.000456077,
-0.00283,0.000561662,
-0.0023,0.000848315,
0.0027,0.001133668,
0.00522,0.007459513,
0.00998,0.009983569,
0.00327,0.004942383,
0.00115,0.004290448,
0.00501,0.002662816,
0.00347,0.003478605,
0.00224,0.002503871,
0.00626,0.004605397,
0.00131,0.004639456,
-0.00082,0.002003995,
0.00791,0.009053049,
0.00457,0.003814037,
-0.00385,0.000635299,
-0.00223,-0.000865414,
0.00204,0.000683015,
-0.00204,-0.000944646,
0.00282,0.003643885,
0.0052,0.002398134,
0.00311,0.000958307,
0.00259,0.00381065,
0.0041,0.005109104,
0.00011,-0.001482024,
0.00008,-0.000884566,
-0.00326,-0.001526759,
-0.00256,-0.001697039,
-0.00215,-0.005202346,
0.00198,0.002900883,
0.00139,0.002614342,
-0.00026,0.00162137,
0.00472,0.003994092,
0.00393,0.003756595,
0.0043,0.003838872,
0.00905,0.010434234,
0.00291,0.003925133,
0.00151,0.00133227,
0.00308,0.004849295,
-0.00008,-0.001448663,
0.0008,0.001415397,
0.00197,0.004039214,
-0.00105,-0.002291666,
0.00567,0.001087413,
0.00995,0.005346254,
0.00588,0.007007344,
0.0039,0.000130557,
-0.00473,3.88E-05,
-0.00252,-0.003519807,
-0.00345,-0.004395732,
0,-0.002162779,
0.00009,-0.002127631,
-0.0057,-0.007811678,
-0.00242,-0.002483148,
-0.0092,-0.010257675,
-0.00144,-0.00213991,
0.00036,-0.003142234,
-0.00157,-0.002055389,
-0.00246,0.000199885,
0.00041,-0.002079253,
-0.00072,-0.001750864,
0.0004,-0.003043094,
-0.00037,-0.000333339,
-0.00499,-0.005698266,
-0.01082,-0.012593132,
-0.00758,-0.005450911,
-0.00446,-0.003601659,
-0.00373,-0.001561453,
-0.00245,-0.002723871,
-0.00017,0.001120314,
0.00489,0.00038067,
0.00155,-0.000101261,
0.01015,,0.009027387
0.00853,,0.009133538
0.01433,,0.013028395
0.01048,,0.008181527
0.00988,,0.009133538
0.00699,,0.005533039
0.00904,,0.009133538
0.00253,,-0.002420886
0.00674,,0.004118339
0.00851,,0.005365199
0.00747,,0.004118339
-0.00071,,-0.002631384
-0.00404,,-0.00662034
-0.00235,,-0.00533729
0.00947,,0.003899484
-0.00113,,0.001996994
0.00217,,0.002495368
0.00464,,-0.002366351
0.00095,,-0.001303476
0.00053,,-0.000896712
-0.00237,,-0.003849038
0.00653,,0.004976417
0.0032,,0.002517749
0.00001,,-0.001386856
0.00089,,-0.003002378
-0.00104,,-0.002338548
-0.00379,,-0.004738157
-0.00267,,-0.00596556
0.00118,,-0.002037085
0.00247,,0.003027648
-0.00675,,-0.004981393
-0.00311,,-0.005554938
-0.00386,,-0.004115994
-0.00537,,-0.006835206
-0.0054,,-0.003695999
-0.00572,,-0.006338462
-0.00267,,-0.004315497
-0.00525,,-0.006430875
-0.00116,,-0.002106224
0.00094,,0.003176848
0.00073,,-0.000500142
0.00482,,0.002456156
0.00289,,0.002794366
0.0045,,0.002569142
-0.00014,,0.000894538
0.00465,,0.002598077
0.00579,,0.004440984
-0.00037,,0.000520558
0.00065,,0.001581925
0.00179,,1.86E-05
0.00109,,-0.000921698
-0.00176,,-0.003206379
0.00547,,0.003560923
0.00479,,0.003369438
0.01277,,0.018019745
0.00093,,-0.000303287
0.00131,,0.002156384
0.00227,,0.000245067
0.00207,,-0.001219102
0.00231,,0.003254344
0.00936,,0.00615916
0.00595,,0.003899484
0.00884,,0.010850972
0.0075,,0.007220825
0.00808,,0.008992799
0.00814,,0.007745937
0.00412,,0.00037049
-0.00248,,-0.001720396
0.00304,,0.003214105
0.00432,,0.001977078
0.00504,,0.007220825
0.003,,0.002849445
0.01196,,0.012077414
0.00769,,0.008797253
0.00702,,0.0047558
0.00339,,0.002396203
0.00843,,0.010850972
0.00699,,0.005209867
0.00427,,0.002639108
-0.00176,,-0.000263032
-0.00264,,-0.000473392
-0.00142,,-0.001960372
-0.00296,,-0.002019692
-0.00403,,-0.00136696
0.00337,,0.001955504
0.00224,,0.003369312
-0.00056,,-0.000423031
0.00452,,0.002613476
0.00692,,0.004816777
0.00535,,0.003504198
0.00515,,0.007393666
0.00572,,0.002200824
0.00985,,0.008648532
0.00523,,0.003617969
0.00217,,0.002667876
0.00234,,0.002033206
0.00621,,0.003643839
0.00777,,0.007829996
0.00469,,0.003016432
0.01442,,0.011654071
-0.00351,,2.28E-05
0.0008,,0.000653781
0.01454,,0.012432033
0.0196,,0.021627342
0.01894,,0.019394193
0.01495,,0.015914958
0.01838,,0.021627342
0.01143,,0.013681808
0.01191,,0.014260316
0.00858,,0.003711994
0.00869,,0.002639108
0.01333,,0.01657424
0.01155,,0.008614867
0.01061,,0.010041856
0.0145,,0.014438258
0.01635,,0.014878942
0.01613,,0.01044838
0.01406,,0.010621882
0.01299,,0.014740809
0.00849,,0.012597108
0.00502,,0.009044742
0.00238,,0.007224456
0.00797,,0.007111825
0.01072,,0.010676219
0.01203,,0.007638665
0.00212,,-0.002221652
0.01072,,0.006697164
0.00699,,0.003737506
0.0121,,0.00572399
-0.00118,,0.008558072
0.01207,,0.010566963
0.01254,,0.012282811
0.01007,,0.006915175
0.00748,,0.008390757
0.00697,,0.005396804
0.01349,,0.012307361
0.01144,,0.010953787
0.01046,,0.010940408
0.00242,,0.002130645
-0.00193,,0.009079102
0.01124,,0.015595561
0.01045,,0.018488811
0.01076,,0.011826302
0.01414,,0.014480274
0.01851,,0.021537893
0.01829,,0.018488811
0.01473,,0.02061133
0.02467,,0.022286624
0.01045,,0.01254648
0.01898,,0.022286624
0.0159,,0.016318593
0.01008,,0.011887198
0.01365,,0.022286624
0.01392,,0.022286624
0.01718,,0.021817558
0.00917,,0.013867477
0.01246,,0.013451201
-0.0015,,0.003207101
0.0077,,0.008106202
0.00343,,0.004816114
0.01264,,0.007585634
0.00933,,0.008480321
0.01135,,0.010819039
0.00154,,0.005130932
0.00169,,0.002340352
0.0032,,0.004850748
-0.00124,,0.006355325
0.00047,,0.000968502
0.0083,,0.007541139
0.00042,,0.00380023
0.01298,,0.01040212
0.00583,,0.003438998
0.00334,,0.003334184
0.00655,,0.009574983
0.00792,,0.009754523
0.01039,,0.011754523
0.01369,,0.005815854
0.01454,,0.019650407
0.00387,,0.005786632
0.00858,,0.006560804
0.01434,,0.007602186
0.02046,,0.021817558
0.00799,,0.008788
0.01367,,0.019237543
0.0132,,0.013497435
0.01026,,0.012715103
0.01426,,0.014377764
0.00124,,0.005904528
0.0032,,0.006840614
0.0031,,0.000552643
-0.01708,,-0.010774534
0.00619,,0.000617498
-0.00208,,-0.000742804
-0.00771,,-0.010232124
-0.01071,,-0.007958438
0.0067,,0.005560184
0.00935,,0.010079345
-0.00193,,0.005896925
0.01072,,0.0058549
0.00403,,0.007481601
-0.00297,,0.00259221
0.00512,,0.005438962
0.00868,,-0.001107863
0.00364,,0.011872898
0.00107,,0.01091742
-0.0017,,-0.005197278
0.00183,,0.004356922
-0.00264,,0.000447491
-0.00381,,0.000935575
-0.00678,,-0.003795453
-0.01582,,-0.01206733
-0.00787,,-0.009304923
-0.00092,,0.001984743
-0.01184,,-0.014333077
-0.01234,,-0.002619233
-0.00562,,-0.000776974
-0.00278,,0.000291476
-0.00418,,0.000631358
-0.00158,,-0.009010526
-0.01136,,-0.013270976
-0.0119,,-0.009177495
-0.00769,,0.001845733
-0.01852,,-0.009684034
-0.00504,,-0.006329778
-0.0005,,0.008876409
-0.00984,,-0.005494589
-0.01584,,-0.013082348
-0.01384,,-0.001190973
0.00566,,0.003376465
-0.01058,,-0.010381365
-0.00322,,-0.004558637
-0.00136,,0.003710608
0.00243,,0.007452498
-0.00946,,-0.0054151
-0.00778,,-0.013980701
0.00184,,0.001512976
0.00389,,0.002928923
-0.01692,,-0.01460642
-0.01901,,-0.014955177
0.00603,,0.002565545
-0.00889,,-0.003797697
-0.01516,,-0.011737221
0.00729,,0.006918212
