BJFS,BJYQ,BJSH,BJGB,TJBD,TJBH,TJWQ,HEYY,HELQ,HELY,HECC,HEZJ,HECD,HETS,SXLQ,XGB1
0.0121,-0.01058,-0.00911,-0.01009,-0.01459,-0.06299,-0.10798,-0.02143,-0.023,-0.02462,-0.0154,-0.00467,-0.02319,-0.00112,-0.02117,-0.004402164
0.01221,-0.01288,-0.00374,-0.00756,-0.00958,-0.06192,-0.1089,-0.02107,-0.02047,-0.02693,-0.0142,-0.00564,-0.02212,-0.00012,-0.01725,-0.001693944
0.02255,-0.00408,-0.00192,-0.00378,-0.00705,-0.0642,-0.10566,-0.01166,-0.01452,-0.02145,-0.0107,-0.00139,-0.0133,0.00178,-0.0138,0.003961376
0.01634,-0.00123,-0.00045,-0.00564,-0.00882,-0.05621,-0.10456,-0.01707,-0.01572,-0.01956,-0.01202,-0.00081,-0.0147,-0.00086,-0.01351,0.002362768
0.01967,0.00186,0.00047,-0.00619,-0.00651,-0.05867,-0.10657,-0.01795,-0.01295,-0.02078,-0.00865,-0.00245,-0.00918,0.00252,-0.01682,0.000900209
0.02123,0.00328,0.00222,-0.00009,-0.00366,-0.05678,-0.10207,-0.01338,-0.01623,-0.01878,-0.00839,0.00217,-0.01317,0.0035,-0.01131,0.005430671
0.01828,-0.00197,-0.00018,-0.00123,-0.00548,-0.05715,-0.10854,-0.01347,-0.01167,-0.02781,-0.01294,0.00483,-0.01376,0.00065,-0.01594,0.002804441
0.0196,-0.00331,0.00126,-0.00677,-0.00845,-0.05651,-0.10236,-0.01773,-0.01514,-0.01555,-0.0108,-0.00042,-0.01879,-0.00463,-0.01751,0.00095822
0.03082,0.00857,0.00829,0.00833,-0.00391,-0.05622,-0.1009,-0.01079,-0.01045,-0.01332,-0.00489,0.0101,-0.00877,0.01401,-0.0144,0.013574855
0.01124,-0.01111,-0.01139,-0.0166,-0.01632,-0.0676,-0.1114,-0.02881,-0.02566,-0.0343,-0.02488,-0.01065,-0.02651,-0.00481,-0.02869,-0.007536319
0.0115,-0.01409,-0.01257,-0.01406,-0.01602,-0.06805,-0.11865,-0.02481,-0.03009,-0.02925,-0.01998,-0.01241,-0.02888,-0.00409,-0.02264,-0.009313696
0.01855,-0.00139,-0.00597,-0.00226,-0.00571,-0.05995,-0.10581,-0.01916,-0.01623,-0.02216,-0.00516,0.00502,-0.01468,-0.00263,-0.01465,0.002240437
0.01564,-0.01161,-0.00851,-0.00782,-0.01148,-0.06663,-0.11223,-0.01779,-0.0197,-0.02727,-0.01572,-0.00459,-0.01723,-0.00508,-0.01655,-0.003505639
0.01985,0.00605,-0.00929,-0.00409,-0.00444,-0.05718,-0.10379,-0.01449,-0.01803,-0.02094,-0.00559,0.00745,-0.01918,-0.00078,-0.01719,0.001926594
0.00794,-0.01206,-0.0082,-0.00988,-0.01713,-0.06759,-0.11865,-0.02861,-0.02657,-0.0362,-0.02285,-0.01074,-0.02914,-0.01064,-0.02547,-0.007968539
0.00962,-0.01024,-0.01112,-0.01347,-0.01299,-0.06372,-0.11132,-0.02347,-0.02352,-0.0306,-0.01824,-0.00748,-0.02506,-0.00056,-0.0205,-0.006301502
0.01586,-0.00449,-0.0037,-0.00652,-0.0084,-0.05945,-0.10778,-0.02074,-0.01751,-0.02218,-0.01432,-0.00634,-0.01205,0.00114,-0.01765,-0.001020801
0.01458,-0.00251,-0.00847,-0.01159,-0.01169,-0.06612,-0.11068,-0.02141,-0.02066,-0.02588,-0.01426,-0.00241,-0.02088,-0.00211,-0.0288,-0.003489519
0.01376,-0.00783,-0.00708,-0.01442,-0.01504,-0.06393,-0.12101,-0.02276,-0.02529,-0.0249,-0.0255,-0.00507,-0.02243,0.00195,-0.02278,-0.005988402
0.01446,-0.01083,-0.00054,-0.00795,-0.01436,-0.067,-0.11391,-0.02121,-0.01735,-0.02322,-0.01263,-0.00095,-0.01565,-0.00305,-0.02003,-0.004517648
0.01795,-0.00438,-0.01247,-0.00908,-0.00803,-0.06352,-0.1152,-0.0177,-0.01996,-0.02071,-0.01523,0.00682,-0.02049,-0.00316,-0.01951,-0.001523438
0.01408,-0.00586,-0.00568,-0.00338,-0.01286,-0.0639,-0.11299,-0.02061,-0.01673,-0.02201,-0.00676,0.01192,-0.02048,-0.00041,-0.0182,0.002647607
0.03245,0.00415,0.0037,-0.00246,-0.00071,-0.05741,-0.10203,-0.00857,-0.00725,-0.00394,0.00073,0.01183,-0.00733,0.01758,0.00303,0.011590682
0.01551,-0.00804,-0.00681,-0.00541,-0.00975,-0.06841,-0.1171,-0.02228,-0.01645,-0.02016,-0.01675,-0.00353,-0.02447,-0.0044,-0.02245,-0.001845848
0.02605,0.00316,-0.00018,-0.00131,-0.00986,-0.05688,-0.1072,-0.00652,-0.01048,-0.01635,-0.00269,0.00253,-0.00806,0.01058,-0.0142,0.006819548
0.02288,-0.00596,-0.00317,-0.00372,-0.00906,-0.06241,-0.10462,-0.01527,-0.00766,-0.01901,-0.01005,0.00233,-0.01209,0.00719,-0.01432,0.00325045
0.02817,-0.0014,-0.00709,0.00126,0.00201,-0.05675,-0.09831,-0.00476,-0.0139,-0.01466,-0.0064,0.01091,-0.00847,0.00705,-0.01052,0.006897966
0.01186,-0.01327,-0.01615,-0.01454,-0.01025,-0.06389,-0.11228,-0.02101,-0.02512,-0.02824,-0.01769,-0.00887,-0.02518,0.00157,-0.02342,-0.006737282
0.0182,-0.00365,-0.00434,-0.00772,-0.00681,-0.06176,-0.1097,-0.0159,-0.01098,-0.02282,-0.00652,0.00063,-0.02317,0.00482,-0.01837,0.000409715
0.01447,-0.01743,-0.00881,-0.01621,-0.00763,-0.06594,-0.11465,-0.02137,-0.01983,-0.02461,-0.01966,-0.00462,-0.02423,0.00113,-0.02348,-0.00771602
0.01777,-0.00524,-0.00594,-0.01129,-0.01363,-0.06061,-0.11085,-0.01572,-0.01477,-0.02597,-0.01066,-0.00198,-0.02144,0.00285,-0.01901,-0.002237285
0.01962,0.00378,-0.00387,-0.00311,-0.00382,-0.05527,-0.09978,-0.01812,-0.0098,-0.01489,-0.0028,0.00218,-0.01292,0.01417,-0.01406,0.007419701
0.01572,-0.00779,-0.00746,-0.01335,-0.0156,-0.06334,-0.11113,-0.02337,-0.01932,-0.01557,-0.01738,-0.00289,-0.01912,0.00614,-0.0173,-0.003262945
0.02537,0.00365,-0.00295,0.00108,-0.00118,-0.05036,-0.10038,-0.00973,-0.00205,-0.01163,-0.00433,0.01361,-0.00648,0.01611,-0.00553,0.009189405
0.02961,0.00524,0.00664,-0.00318,0.00523,-0.04803,-0.09604,-0.00108,-0.00345,-0.01012,-0.00596,0.00659,-0.01866,0.0099,0.0011,0.010478042
0.01631,-0.00201,-0.0023,-0.01162,-0.00459,-0.05442,-0.10635,-0.02082,-0.01213,-0.00822,-0.01603,-0.00167,-0.01288,0.00009,-0.02102,-0.001760289
0.02107,0.00033,0.0052,-0.00408,0.00262,-0.06079,-0.11044,-0.01788,-0.00947,-0.01275,-0.01383,0.00602,-0.01554,0.01725,-0.01729,0.005223214
0.01614,-0.00505,0.00061,-0.00839,-0.01316,-0.06534,-0.11697,-0.01674,-0.01349,-0.01061,-0.01602,0.00056,-0.01413,0.00439,-0.01675,0.000153503
0.021,0.00129,-0.00218,-0.00513,-0.01763,-0.05505,-0.10497,-0.01672,-0.01199,-0.01296,-0.00935,0.00388,-0.01699,0.00932,-0.01849,0.002535302
0.01679,0.00309,-0.00373,-0.00644,-0.00967,-0.06602,-0.11512,-0.01608,-0.02343,-0.01735,-0.01722,-0.00652,-0.02553,0.00419,-0.01536,-0.004756392
0.01512,-0.00873,-0.01194,-0.01374,-0.00984,-0.06851,-0.1227,-0.02848,-0.02038,-0.01841,-0.02556,-0.01402,-0.02498,-0.001,-0.01111,-0.005459016
0.03466,-0.00116,-0.00217,-0.00056,-0.00511,-0.05839,-0.10748,-0.02134,-0.01642,-0.01811,-0.01931,-0.00244,-0.01356,0.00572,-0.01547,0.000285743
0.02571,0.00364,-0.00449,0.00252,0.00269,-0.05206,-0.1031,-0.01253,-0.0013,-0.01818,0.00006,0.00747,-0.01153,0.01197,-0.0142,0.005173696
0.02093,-0.01231,-0.00405,-0.0118,-0.00401,-0.05891,-0.11548,-0.02103,-0.016,-0.01495,-0.01236,0.00498,-0.02736,0.0031,-0.02288,-0.005823614
0.02211,-0.00689,-0.01055,-0.00754,-0.01658,-0.05717,-0.1106,-0.01446,-0.01638,-0.02622,-0.00738,-0.00204,-0.01702,0.0055,-0.01604,-0.000893462
0.01637,-0.00791,-0.0084,-0.00773,-0.009965,-0.0688,-0.11473,-0.01819,-0.0147,-0.01668,-0.00818,-0.00209,-0.02346,0.01064,-0.01895,-0.003148914
0.02152,-0.00394,-0.00605,-0.00338,-0.00941,-0.06345,-0.10413,-0.01238,-0.01688,-0.01773,-0.00952,-0.0011,-0.01697,0.00488,-0.02038,0.001002751
0.01742,-0.00616,-0.01363,-0.01021,-0.0055,-0.07082,-0.11009,-0.02178,-0.01112,-0.01706,-0.01185,0.00573,-0.02187,0.00873,-0.01168,-0.002442644
0.03106,-0.00088,-0.009,-0.01318,-0.00905,-0.06693,-0.11484,-0.01398,-0.01863,-0.0201,-0.0193,-0.00536,-0.02888,-0.00097,-0.0206,-5.91E-05
0.01244,0.00317,-0.00445,-0.01083,-0.01044,-0.05972,-0.10688,-0.01258,-0.01718,-0.01323,-0.01811,0.0011,-0.01895,0.00247,-0.01538,0.001667453
0.03129,0.00223,0.01253,0.00733,0.01637,-0.0481,-0.1005,-0.00306,-0.00466,0.00021,-0.00536,0.01769,-0.00296,0.01654,-0.00608,0.01361195
0.01559,-0.00828,-0.00828,-0.01086,-0.01424,-0.06563,-0.11007,-0.02463,-0.01247,-0.024435,-0.02512,0.0015,-0.01912,-0.00393,-0.01696,0.000436293
0.01993,-0.00427,-0.00466,-0.01158,-0.00575,-0.06385,-0.11999,-0.02072,-0.01337,-0.01904,-0.01855,0.00104,-0.02914,-0.00376,-0.0198,-0.001366638
0.02491,0.00611,-0.00537,-0.00064,0.0033,-0.05479,-0.09316,-0.00178,-0.00443,-0.01143,-0.00179,0.01154,-0.00887,0.02173,-0.00938,0.010700814
0.03001,-0.0016,0.00036,-0.00151,0.00479,-0.05816,-0.10155,-0.00945,0.00139,-0.00877,-0.00564,0.01032,-0.00565,0.01245,-0.0072,0.011269113
0.01494,-0.00887,-0.00953,-0.00129,-0.01253,-0.06156,-0.11473,-0.01741,-0.01576,-0.01889,-0.01244,-0.00046,-0.02453,0.00405,-0.02091,0.00386712
0.0146,-0.01197,-0.01324,-0.01526,-0.01227,-0.06698,-0.1174,-0.02396,-0.01971,-0.02276,-0.01676,-0.00498,-0.02232,-0.00294,-0.02473,-0.00604213
-0.0033,-0.02389,-0.0174,-0.0209,-0.02433,-0.07545,-0.12306,-0.03827,-0.02832,-0.03104,-0.0261,-0.00913,-0.03507,-0.01169,-0.04187,-0.013435902
-0.00077,-0.02011,-0.02508,-0.02117,-0.02754,-0.07416,-0.12626,-0.02603,-0.04127,-0.03236,-0.03267,-0.01391,-0.01077,-0.01617,-0.03703,-0.010953205
0.00671,-0.01184,-0.01008,-0.02285,-0.02155,-0.08548,-0.12889,-0.03682,-0.02873,-0.03637,-0.02668,0.01754,-0.02911,-0.01614,-0.02264,-0.010146776
0.00284,-0.01854,-0.01786,-0.0215,-0.02162,-0.06783,-0.12767,-0.02658,-0.03149,-0.03015,-0.02153,-0.01193,-0.01747,-0.00728,-0.02615,-0.01073442
0.01412,-0.0055,-0.01029,-0.0091,-0.00848,-0.06674,-0.11602,-0.01493,-0.02624,-0.02734,-0.01446,0.0002,-0.01228,-0.00241,-0.01868,-0.00389531
0.01834,-0.00563,-0.00596,-0.00895,-0.00927,-0.06768,-0.11552,-0.019,-0.01647,-0.024435,-0.01642,0.00149,-0.01892,0.00062,-0.01458,-0.001573403
0.01595,-0.00376,-0.00775,-0.00741,-0.0079,-0.06844,-0.11681,-0.01786,-0.0175,-0.01805,-0.01419,-0.00178,-0.01409,0.00037,-0.0229,0.000357562
0.00127,-0.01876,-0.02093,-0.02374,-0.02342,-0.08283,-0.13057,-0.03547,-0.02632,-0.04314,-0.0249,-0.02054,-0.03739,-0.01391,-0.03242,-0.011510195
0.02493,0.00406,0.00553,-0.003,-0.00113,-0.06119,-0.10726,-0.00963,-0.00843,-0.02007,-0.00229,0.0122,-0.00713,0.0021,-0.01495,0.006643156
0.01586,-0.00019,-0.00668,-0.0111,-0.0104,-0.06839,-0.11816,-0.02028,-0.01328,-0.02787,-0.01603,-0.00643,-0.0224,0.0123,-0.01389,0.001628016
0.0251,-0.00247,-0.00556,-0.00873,-0.00592,-0.06367,-0.11303,-0.01092,-0.01565,-0.00981,-0.006,0.00889,-0.0145,0.0063,-0.01495,0.008334763
0.02353,-0.00397,-0.00226,-0.00316,-0.00398,-0.05395,-0.11541,-0.01984,-0.01982,-0.01865,-0.01587,0.00288,-0.01886,0.01256,-0.01341,0.001588717
0.03436,0.00121,0.0171,-0.0028,0.00202,-0.05293,-0.10813,-0.00464,-0.0089,-0.01617,-0.0047,0.00694,-0.01044,0.01242,-0.0077,0.010173431
0.03654,0.0059,0.00391,-0.00867,-0.00078,-0.06043,-0.10853,-0.00976,-0.01181,-0.02416,-0.00877,0.0085,-0.01047,0.00805,-0.02218,0.006939695
0.02442,0.00158,-0.00286,-0.00029,-0.0053,-0.04957,-0.1116,-0.01589,-0.01185,-0.01718,-0.00885,0.00582,-0.02041,0.01188,-0.02405,0.003560841
0.02599,-0.0077,-0.00393,0.00155,-0.00482,-0.05653,-0.11286,-0.01849,-0.0122,-0.02033,-0.00763,0.00565,-0.01133,0.01033,-0.01772,0.001924844
0.02288,-0.00566,-0.00594,0.00006,-0.00429,-0.06221,-0.11731,-0.0192,-0.01105,-0.02112,-0.01307,-0.00188,-0.01813,0.00542,-0.02297,0.003950794
0.0249,-0.0011,-0.00069,-0.00539,-0.00213,-0.05823,-0.10688,-0.01483,-0.01794,-0.02552,-0.01363,0.0111,-0.01175,0.00829,-0.00997,0.003392896
0.0247,-0.00163,0.00108,-0.00252,-0.00461,-0.0628,-0.10663,-0.0128,-0.01091,-0.01596,-0.01039,0.00269,-0.00979,0.00683,-0.02052,0.005581782
0.02809,0.0043,0.00417,0.00089,-0.00345,-0.0596,-0.10608,-0.00864,-0.01121,-0.01623,0.0021,0.01206,-0.01142,0.01448,-0.01735,0.008988291
0.03137,0.00617,-0.0001,-0.0121,-0.00644,-0.05592,-0.11845,-0.02022,-0.00628,-0.01125,-0.00645,0.00316,-0.0067,0.01542,-0.0149,0.008459167
0.01852,-0.00457,-0.00452,-0.00368,-0.00789,-0.06098,-0.12224,-0.0135,-0.01904,-0.01458,-0.00843,0.00574,-0.01135,0.01227,-0.01489,0.002067564
0.01446,0.00155,-0.00919,-0.00626,-0.00885,-0.06466,-0.11671,-0.02452,-0.0169,-0.01562,-0.01632,0.00509,-0.01077,0.00501,-0.02723,0.0023665
0.02527,0.01014,0.00112,-0.00049,-0.00728,-0.05949,-0.11258,-0.00733,-0.01105,-0.01654,-0.00949,0.0118,-0.00441,0.01377,-0.00071,0.010193268
0.03023,0.00268,0.00757,-0.00819,-0.00509,-0.06127,-0.1191,-0.01664,-0.01398,-0.00837,-0.00756,0.00302,-0.0073,0.00877,-0.01682,0.004050681
0.02186,-0.0068,-0.01878,-0.00633,-0.00526,-0.06482,-0.12455,-0.02608,-0.01269,-0.02213,-0.01252,0.00045,-0.01777,-0.0022,-0.02907,-0.000291843
0.00847,-0.00644,-0.00876,-0.00717,-0.00785,-0.06305,-0.11096,-0.01812,-0.02644,-0.02863,-0.00564,-0.00665,-0.02065,0.0068,-0.0284,-0.004032134
0.01775,-0.00935,-0.00761,-0.01076,-0.01189,-0.06536,-0.12582,-0.02615,-0.03642,-0.02385,-0.01455,-0.00851,-0.01707,-0.00118,-0.01628,-0.005549865
0.01918,-0.00797,-0.00578,-0.00353,-0.0109,-0.06638,-0.12407,-0.01706,-0.0169,-0.02093,-0.01563,0.00344,-0.01696,-0.00601,-0.02173,-0.002266741
0.01829,-0.00759,-0.00519,-0.00905,-0.01699,-0.06569,-0.12385,-0.01675,-0.02505,-0.02415,-0.02739,-0.0018,-0.02188,-0.00464,-0.02112,-0.006067135
0.01671,-0.0053,-0.0079,-0.00922,-0.01599,-0.0679,-0.12761,-0.00921,-0.02012,-0.0208,-0.0145,-0.0029,-0.02706,0.01471,-0.01463,-0.00313338
0.02089,-0.00776,-0.01858,0.00324,-0.01111,-0.06289,-0.11627,-0.0189,-0.01853,-0.01956,-0.00886,-0.01157,-0.00741,0.01084,-0.01831,0.002592718
0.01033,-0.00731,-0.00934,-0.00697,-0.00861,-0.07387,-0.1257,-0.02024,-0.02211,-0.02552,-0.00475,0.00797,-0.0178,-0.0004,-0.00252,0.003305195
0.01879,-0.00273,0.00023,-0.00425,-0.01825,-0.05634,-0.11821,-0.01891,-0.02771,-0.00781,-0.00147,0.00498,-0.01683,0.0095,-0.02183,0.001697204
0.0215,-0.00642,-0.01303,-0.00496,-0.009,-0.06774,-0.11704,-0.0147,-0.00386,-0.02057,-0.012385,0.00426,-0.01276,0.0066,-0.02411,0.001933337
0.01705,-0.00318,-0.00533,-0.01288,-0.00713,-0.07463,-0.11234,-0.0174,-0.0193,-0.0092,-0.00746,0.0039,-0.01673,0.015,-0.02396,0.003784447
0.02855,0.00081,0.00352,0.00205,-0.00195,-0.06623,-0.10837,-0.01963,-0.01651,-0.01675,-0.01338,0.0119,-0.01605,0.0051,-0.00053,0.003302982
0.02563,0.00737,-0.0067,-0.00921,-0.00528,-0.073,-0.11395,-0.02176,-0.01666,-0.02038,-0.01374,0.00217,-0.01088,0.00097,-0.0221,0.002150303
0.02125,-0.00428,-0.01419,-0.00307,-0.00971,-0.06749,-0.12346,-0.01639,-0.02339,-0.02385,-0.01617,-0.00395,-0.0168,0.00508,-0.02296,0.000781329
0.02483,-0.00144,-0.00133,-0.01109,-0.01102,-0.06679,-0.11516,-0.01593,-0.02019,-0.01758,-0.01052,0.00412,-0.00793,0.00993,-0.01914,0.003286776
0.01203,-0.011,-0.00786,-0.0128,-0.01325,-0.06363,-0.12125,-0.0215,-0.02272,-0.02157,-0.01304,-0.00074,-0.01433,0.01087,-0.02357,-0.004903745
0.0195,-0.01436,-0.01096,-0.01433,-0.00569,-0.05927,-0.11205,-0.01906,-0.01853,-0.02264,-0.01388,0.00085,-0.01691,0.00508,-0.02933,-0.000280751
0.01862,-0.0007,-0.00307,-0.01783,-0.00135,-0.0619,-0.12088,-0.01202,-0.02543,-0.01985,-0.01497,-0.00611,-0.02288,0.0112,-0.01543,0.001751329
0.01138,-0.00248,0,-0.00953,-0.01798,-0.07286,-0.12818,-0.01967,-0.0181,-0.01804,-0.01155,0.00036,-0.01452,-0.00088,-0.02505,0.000364175
0.02051,-0.00367,-0.00054,-0.00435,-0.01046,-0.06614,-0.12356,-0.02076,-0.01741,-0.01649,-0.01269,0.00141,-0.02105,0.00023,-0.02308,3.05E-05
0.02432,-0.00094,0.00386,-0.00681,-0.0074,-0.07202,-0.11846,-0.01018,-0.01441,-0.01964,-0.00254,0.00494,-0.01053,0.00056,-0.01873,0.00626966
0.01888,-0.00221,-0.00455,-0.0034,-0.01219,-0.06599,-0.12142,-0.01414,-0.01313,-0.02011,-0.01273,0.00684,-0.01362,0.00934,-0.01156,0.006335292
0.0196,0.00277,0.00305,-0.00749,-0.0088,-0.06489,-0.12101,-0.01626,-0.01623,-0.01665,-0.00298,0.0097,-0.01555,0.02266,-0.01211,0.00311391
0.02235,-0.00059,0.00215,-0.00983,-0.01108,-0.06456,-0.11517,-0.01984,-0.01116,-0.01619,-0.01487,0.00097,-0.01597,0.00983,-0.02132,0.001349263
0.02065,-0.00153,-0.00874,-0.00978,-0.01265,-0.06904,-0.1243,-0.01575,-0.02088,-0.02086,-0.01241,0.00609,-0.01415,0.00711,-0.01526,0.001452162
0.01699,-0.01013,-0.00915,-0.01393,-0.015,-0.07359,-0.12817,-0.02433,-0.02275,-0.02571,-0.02135,-0.00797,-0.02224,-0.00479,-0.0196,-0.006354617
0.02016,-0.00623,-0.00395,-0.01182,-0.01629,-0.07071,-0.12366,-0.02228,-0.02363,-0.01774,-0.01472,-0.00353,-0.02124,-0.00381,-0.01778,-0.003656703
0.01672,-0.00733,-0.00569,-0.00883,-0.00938,-0.06389,-0.12293,-0.02289,-0.01525,-0.02075,-0.01376,-0.00404,-0.01572,-0.00137,-0.02053,-0.004400289
0.01718,-0.00648,-0.00383,-0.01234,-0.01649,-0.06969,-0.12914,-0.02144,-0.01893,-0.02783,-0.02258,-0.00036,-0.02258,-0.00206,-0.02526,-0.003466051
0.02028,-0.00874,0.02906,-0.01728,-0.01043,-0.08302,-0.12015,-0.02031,-0.01965,-0.02314,-0.01257,-0.00175,-0.02207,0.00013,-0.02841,-0.001141479
0.01665,-0.01197,-0.00751,-0.00575,-0.00867,-0.06348,-0.11594,-0.01926,-0.01782,-0.02213,-0.01413,-0.00378,-0.01744,0.00117,-0.02159,-0.00044711
0.01916,-0.00815,-0.01293,-0.00808,-0.01197,-0.07142,-0.12543,-0.02128,-0.01871,-0.02314,-0.01862,-0.00124,-0.02107,-0.00349,-0.02034,-0.003492555
0.01649,-0.00749,-0.00864,-0.00547,-0.0136,-0.06646,-0.1242,-0.02276,-0.01343,-0.02316,-0.01414,-0.0016,-0.02046,-0.00588,-0.01913,-0.003566981
0.01824,-0.01062,-0.01204,-0.01125,-0.01223,-0.07223,-0.123,-0.02045,-0.01459,-0.02257,-0.01353,0.00171,-0.01666,-0.00011,-0.02546,0.000451986
0.01544,-0.00472,-0.01265,-0.01045,-0.00928,-0.07262,-0.12726,-0.0223,-0.02152,-0.02518,-0.01339,-0.00097,-0.0241,-0.00086,-0.0231,-0.006526452
0.01764,-0.0052,-0.00984,-0.00285,-0.01019,-0.06857,-0.12402,-0.02391,-0.02012,-0.02237,-0.01521,0.0033,-0.01588,0.00654,-0.01943,-0.004868774
0.01465,-0.00756,-0.01114,-0.01468,-0.01746,-0.07393,-0.1302,-0.02547,-0.02086,-0.02698,-0.01527,-0.00305,-0.02025,-0.00257,-0.0248,-0.007501711
0.01554,-0.00751,-0.00735,-0.01586,-0.01155,-0.07092,-0.12358,-0.0204,-0.01775,-0.01873,-0.01125,-0.00019,-0.02489,0.00306,-0.01932,-0.000226604
0.00711,-0.01426,-0.00894,-0.01501,-0.01617,-0.074,-0.12773,-0.01529,-0.0198,-0.02374,-0.01313,-0.00789,-0.02092,0.01018,-0.02921,-0.004199124
0.01577,-0.01112,-0.00974,-0.00308,-0.01597,-0.07576,-0.12752,-0.01631,-0.01967,-0.01903,-0.013,0.00065,-0.01949,-0.00141,-0.0164,0.000128641
0.01846,-0.01033,-0.01153,-0.01523,-0.01649,-0.07304,-0.12624,-0.01549,-0.0168,-0.02341,-0.0124,-0.00102,-0.02108,0.00273,-0.0233,-0.002949897
0.01191,-0.00519,-0.01241,-0.01439,-0.01861,-0.07046,-0.12879,-0.02126,-0.01946,-0.02496,-0.01822,-0.00375,-0.02755,0.00226,-0.01715,-0.003714513
0.01766,-0.01252,-0.01286,-0.01836,-0.00589,-0.07253,-0.12532,-0.02429,-0.02478,-0.02183,-0.01997,-0.00654,-0.03049,-0.00303,-0.02191,-0.003054375
0.00777,-0.02412,-0.02724,-0.02557,-0.01575,-0.07499,-0.1321,-0.03155,-0.0227,-0.03234,-0.02136,-0.00661,-0.03118,-0.01216,-0.02895,-0.013000401
0.00841,-0.02352,-0.01139,-0.01634,-0.01785,-0.07825,-0.12897,-0.02515,-0.02041,-0.02912,-0.02393,-0.00413,-0.02983,0.00048,-0.01989,-0.009710345
0.00695,-0.00739,-0.01517,-0.01961,-0.01287,-0.06248,-0.12495,-0.0286,-0.02946,-0.0104,-0.02099,0.00287,-0.03766,0.02383,-0.01391,-0.006554748
0.00262,-0.01558,-0.02242,-0.02212,-0.01546,-0.08454,-0.13176,-0.03199,-0.02672,-0.02834,-0.0244,-0.00922,-0.02962,-0.00491,-0.03184,-0.014103008
0.00742,-0.01987,-0.01639,-0.02436,-0.02293,-0.07844,-0.13952,-0.03096,-0.0245,-0.03168,-0.02592,-0.01594,-0.03451,-0.00676,-0.03132,-0.014521054
0.00932,-0.00979,-0.00994,-0.01491,-0.0144,-0.07477,-0.12901,-0.02481,-0.01904,-0.02454,-0.0192,-0.00645,-0.0246,0.0003,-0.02124,-0.005856671
0.00344,-0.00563,-0.02325,-0.00895,-0.02305,-0.08544,-0.13722,-0.03523,-0.0284,-0.024435,-0.02678,-0.01461,-0.03479,-0.01907,-0.03232,-0.004364171
0.00297,-0.02019,-0.01538,-0.02366,-0.02336,-0.07924,-0.13387,-0.03066,-0.03017,-0.03333,-0.02105,-0.01195,-0.03355,-0.01125,-0.03335,-0.012143216
0.00445,-0.0154,-0.01381,-0.0201,-0.0212,-0.07584,-0.13473,-0.03033,-0.02662,-0.03559,-0.02396,-0.01464,-0.03081,-0.00755,-0.0329,-0.013148585
0.01194,-0.00927,-0.00922,-0.01574,-0.01485,-0.07217,-0.12831,-0.02353,-0.02056,-0.02603,-0.01775,-0.00508,-0.02237,-0.00063,-0.02506,-0.005366732
0.01414,-0.01049,-0.00402,-0.01217,-0.01518,-0.07154,-0.12701,-0.02142,-0.01959,-0.02395,-0.0144,-0.00429,-0.02192,0.00242,-0.0231,-0.004210909
0.00862,-0.01567,-0.00968,-0.016,-0.01631,-0.07663,-0.13212,-0.02581,-0.02299,-0.03162,-0.02142,-0.01112,-0.02412,0.00006,-0.02837,-0.010278284
0.00225,-0.01921,-0.01799,-0.0224,-0.02517,-0.08437,-0.14012,-0.03655,-0.03315,-0.0385,-0.02793,-0.01489,-0.03462,-0.01147,-0.0344,-0.015984111
0.00706,-0.01686,-0.01034,-0.01818,-0.017,-0.07128,-0.13309,-0.02609,-0.02312,-0.03075,-0.02007,-0.00934,-0.0252,-0.00294,-0.02913,-0.010275317
0.0008,-0.02063,-0.0228,-0.03305,-0.02607,-0.08548,-0.13975,-0.03758,-0.02874,-0.03828,-0.02986,-0.01136,-0.04044,-0.01617,-0.03404,-0.015370313
0.0061,-0.0131,-0.01284,-0.02013,-0.02274,-0.07804,-0.13443,-0.02941,-0.02597,-0.0321,-0.02269,-0.01173,-0.0307,-0.00791,-0.02954,-0.013623198
0.00959,-0.01144,-0.00582,-0.01138,-0.01515,-0.07392,-0.12921,-0.02332,-0.01742,-0.02297,-0.01758,-0.00499,-0.02815,-0.00067,-0.02294,-0.006356706
0.00801,-0.01679,-0.01134,-0.01999,-0.01815,-0.07567,-0.13231,-0.02387,-0.02179,-0.02946,-0.02062,-0.00856,-0.02866,-0.00269,-0.0256,-0.00936144
0.00513,-0.0151,-0.0141,-0.01911,-0.01756,-0.08053,-0.13545,-0.0278,-0.02492,-0.0305,-0.024,-0.01406,-0.02988,-0.01032,-0.03232,-0.012706881
-0.00196,-0.01766,-0.01743,-0.02311,-0.02219,-0.08031,-0.13589,-0.0264,-0.02817,-0.03261,-0.02359,-0.01072,-0.03277,-0.00853,-0.02597,-0.013098018
0.00151,-0.01978,-0.01742,-0.01831,-0.02008,-0.08371,-0.14226,-0.03155,-0.0306,-0.03234,-0.02463,-0.01616,-0.03302,-0.01308,-0.03309,-0.013703986
0.01566,-0.0095,-0.01833,-0.00734,-0.01237,-0.06859,-0.12998,-0.021,-0.01807,-0.02273,-0.01458,-0.00562,-0.0193,-0.00165,-0.02185,-0.003084273
0.00846,-0.01026,-0.0098,-0.01533,-0.01785,-0.07533,-0.13217,-0.02607,-0.02418,-0.02628,-0.01826,-0.00929,-0.02379,-0.00244,-0.02415,-0.007982413
