BJFS,BJYQ,BJSH,BJGB,TJBD,TJBH,TJWQ,HEYY,HELQ,HELY,HECC,HEZJ,HECD,HETS,SXLQ,XGB1
0.00687,-0.01469,-0.01421,-0.01449,-0.01799,-0.08497,-0.15863,-0.02589,-0.02225,-0.03058,-0.01742,-0.00713,-0.0255,-0.01099,-0.02466,-0.011490832
0.01357,-0.00453,-0.00668,-0.01128,-0.0117,-0.07495,-0.15019,-0.0213,-0.01821,-0.02501,-0.01245,-0.00445,-0.01643,-0.00515,-0.0203,-0.003356076
0.00514,-0.01478,-0.01403,-0.01633,-0.01994,-0.08397,-0.15825,-0.02684,-0.02256,-0.03258,-0.01714,-0.01097,-0.02407,-0.01177,-0.02448,-0.009872409
0.00612,-0.01494,-0.01777,-0.01813,-0.02288,-0.08684,-0.16116,-0.02943,-0.02621,-0.03363,-0.02035,-0.01362,-0.02882,-0.01421,-0.02931,-0.013668347
0.01053,-0.0112,-0.01269,-0.0141,-0.01794,-0.08346,-0.15739,-0.0253,-0.02291,-0.03028,-0.019,-0.00895,-0.02315,-0.0098,-0.02586,-0.008654424
0.00479,-0.01536,-0.01751,-0.01896,-0.02177,-0.08507,-0.16095,-0.02951,-0.02231,-0.03076,-0.02166,-0.01305,-0.02674,-0.01337,-0.02563,-0.011541829
0.00776,-0.01432,-0.01626,-0.01788,-0.01774,-0.08514,-0.15845,-0.02644,-0.02189,-0.03591,-0.01753,-0.01169,-0.02652,-0.01041,-0.02058,-0.009477715
0.01548,-0.00806,-0.00919,-0.01322,-0.01235,-0.07885,-0.14865,-0.02118,-0.01596,-0.02204,-0.01146,-0.00543,-0.02009,-0.00449,-0.01692,-0.005337181
0.01511,-0.00684,-0.00681,-0.01004,-0.01317,-0.07579,-0.15154,-0.0203,-0.01771,-0.02479,-0.01244,-0.00334,-0.01764,-0.00387,-0.01631,-0.001884901
0.01548,-0.00419,-0.00673,-0.00774,-0.00955,-0.07213,-0.15035,-0.0216,-0.01484,-0.0255,-0.00978,0.00168,-0.01426,-0.00082,-0.01813,-0.004652269
0.01766,-0.00227,-0.00543,-0.00588,-0.01044,-0.07487,-0.15175,-0.01805,-0.01563,-0.02317,-0.01112,-0.00272,-0.01272,-0.002,-0.01441,-0.00050626
0.01609,-0.00281,-0.00635,-0.00626,-0.00945,-0.07407,-0.15126,-0.01842,-0.01299,-0.02283,-0.00964,-0.00044,-0.01658,-0.00461,-0.01639,-0.002941995
0.01637,-0.00545,-0.00691,-0.01033,-0.01049,-0.0777,-0.15251,-0.02198,-0.01641,-0.02754,-0.00983,-0.00386,-0.01689,-0.00574,-0.01593,-0.005578365
0.01366,-0.00643,-0.01101,-0.00869,-0.01477,-0.07629,-0.15558,-0.02119,-0.01623,-0.0237,-0.01326,-0.00703,-0.01907,-0.00859,-0.01861,-0.003173229
0.01015,-0.00875,-0.01056,-0.01142,-0.01643,-0.08104,-0.15386,-0.02441,-0.02087,-0.03013,-0.01577,-0.00829,-0.01999,-0.00701,-0.02237,-0.008636916
0.01457,-0.00276,-0.00855,-0.00941,-0.0093,-0.0748,-0.15006,-0.0176,-0.01751,-0.02889,-0.00886,-0.00519,-0.01698,-0.00412,-0.01745,-0.003651712
0.01213,-0.00941,-0.00963,-0.0118,-0.01296,-0.07648,-0.15173,-0.01958,-0.01945,-0.02887,-0.01121,-0.00575,-0.01704,-0.00592,-0.02305,-0.003672839
0.02163,-0.00107,0.00068,-0.00364,-0.00408,-0.06977,-0.1486,-0.0159,-0.01214,-0.02144,-0.00571,-0.00116,-0.01479,-0.0004,-0.01659,0.002348817
0.01779,-0.00607,-0.00874,-0.00802,-0.01078,-0.07506,-0.15401,-0.01954,-0.01465,-0.02611,-0.0101,-0.00437,-0.01548,-0.00635,-0.01711,-0.002233505
0.0157,-0.0058,-0.00755,-0.0092,-0.01001,-0.07734,-0.15576,-0.01974,-0.01723,-0.02382,-0.01343,-0.00414,-0.01688,-0.005,-0.01814,-0.003674721
0.01756,-0.00328,-0.00503,-0.00737,-0.00768,-0.06887,-0.14817,-0.01728,-0.01278,-0.02435,-0.00826,-0.00187,-0.01718,-0.00008,-0.01415,-0.001229579
0.01794,-0.00017,-0.00445,-0.00165,-0.00772,-0.07071,-0.15071,-0.01897,-0.0124,-0.01983,-0.0069,-0.00087,-0.0148,-0.00076,-0.01438,0.002163606
0.01447,-0.00606,-0.00887,-0.0057,-0.00767,-0.07009,-0.15317,-0.01893,-0.01456,-0.02719,-0.00958,-0.00214,-0.01496,-0.00352,-0.01185,-0.001108512
0.01809,-0.00384,-0.00596,-0.00865,-0.01034,-0.07487,-0.14873,-0.01669,-0.00929,-0.02748,-0.01263,-0.00575,-0.01319,0.00256,-0.01807,-0.001929094
0.01727,-0.00392,-0.01123,-0.00937,-0.00707,-0.0715,-0.14839,-0.01941,-0.0038,-0.02241,-0.00246,0.00343,-0.01419,-0.00084,-0.0116,0.000864802
0.02199,0.00165,0.00113,-0.00233,-0.00275,-0.06929,-0.14497,-0.01143,-0.00593,-0.01884,-0.002,0.00514,-0.01104,-0.0026,-0.01044,0.005501226
0.02327,0.00181,0.00124,-0.00169,-0.00438,-0.06566,-0.14442,-0.01412,-0.01128,-0.02207,-0.00358,0.00314,-0.00988,0.00217,-0.01166,0.002651023
0.01885,0.00112,-0.0042,-0.00511,-0.00755,-0.06997,-0.14948,-0.01631,-0.01227,-0.02325,-0.00824,0.00274,-0.01631,-0.00083,-0.01774,0.00208918
0.01745,0.00233,-0.00577,-0.00584,-0.00766,-0.07238,-0.14928,-0.01667,-0.01259,-0.02141,-0.00267,-0.00024,-0.0131,0.00052,-0.01284,-0.000645685
0.01794,-0.00306,-0.00118,-0.00819,-0.00844,-0.07225,-0.15085,-0.01736,-0.01263,-0.02281,-0.01351,-0.0015,-0.0194,-0.00094,-0.01723,-0.003291081
0.02172,0.00253,0.00041,-0.00078,-0.00617,-0.0706,-0.14853,-0.01262,-0.0105,-0.02115,-0.00815,0.00156,-0.01224,0.00098,-0.01524,-0.000568225
0.01831,-0.00008,-0.00405,-0.00596,-0.00605,-0.06986,-0.14786,-0.01239,-0.01155,-0.01941,-0.01006,0.00357,-0.01579,0.00127,-0.01327,9.19E-05
0.01983,-0.00053,0.00096,-0.00405,-0.00458,-0.06915,-0.14824,-0.01588,-0.01177,-0.02232,-0.00685,0.00001,-0.0113,0.0017,-0.01372,0.001715801
0.0217,0.00218,0.00367,-0.00039,-0.0021,-0.06468,-0.14383,-0.01383,-0.00564,-0.01743,-0.00414,0.00422,-0.00677,0.00511,-0.00944,0.003368045
0.01834,-0.00053,-0.00282,-0.00311,-0.00629,-0.07145,-0.14842,-0.01769,-0.00868,-0.02192,-0.00905,0.00095,-0.01428,0.0017,-0.01367,0.001086593
0.01988,-0.00563,-0.00017,-0.00895,-0.00725,-0.07027,-0.14715,-0.01418,-0.00944,-0.024435,-0.0072,0.00015,-0.01164,0.00122,-0.0145,-0.001102703
0.01421,-0.00602,-0.01097,-0.01399,-0.01998,-0.07822,-0.1564,-0.02332,-0.01764,-0.02879,-0.01667,-0.00869,-0.0189,-0.01337,-0.0232,-0.003850478
0.01385,-0.01117,-0.01092,-0.01002,-0.01378,-0.07802,-0.15405,-0.02111,-0.01522,-0.02889,-0.01467,-0.00704,-0.01879,-0.00536,-0.02111,-0.007397547
0.01431,-0.00657,-0.00549,-0.00937,-0.01246,-0.07853,-0.15331,-0.01873,-0.01386,-0.02436,-0.01337,-0.003,-0.01731,-0.00902,-0.01956,-0.003196607
0.0183,-0.00734,-0.00861,-0.01105,-0.01183,-0.07856,-0.15433,-0.01943,-0.01778,-0.03045,-0.01351,-0.00485,-0.01963,-0.00439,-0.0198,-0.004315744
0.01758,-0.00244,-0.00424,-0.0061,-0.009965,-0.07504,-0.1506,-0.01879,-0.01212,-0.0289,-0.00588,0.00029,-0.01185,0.00132,-0.01419,0.001075185
0.01042,-0.00942,-0.00904,-0.01017,-0.01142,-0.08343,-0.15543,-0.02224,-0.02101,-0.02904,-0.01416,-0.00634,-0.01511,-0.00707,-0.01482,-0.006882017
0.01804,-0.00912,-0.00213,-0.00874,-0.00674,-0.0747,-0.14911,-0.01592,-0.01168,-0.02294,-0.00919,-0.00061,-0.01385,-0.00378,-0.01509,-0.000795504
0.02105,-0.00121,-0.00348,-0.00333,-0.00548,-0.06942,-0.14752,-0.0155,-0.01458,-0.02045,-0.00577,-0.0001,-0.00814,0.00002,-0.01506,0.001594857
0.01858,-0.00176,-0.0044,-0.00119,-0.00792,-0.0729,-0.14748,-0.01783,-0.0102,-0.01975,-0.01021,-0.00195,-0.01045,0.00191,-0.01484,0.000390048
0.01714,0.00039,-0.00158,-0.00166,-0.00622,-0.07494,-0.14827,-0.01723,-0.01045,-0.01745,-0.00668,0.00271,-0.01357,0.00095,-0.01591,0.001537516
0.02054,-0.00916,-0.00252,-0.01024,-0.00899,-0.08161,-0.15399,-0.0182,-0.00888,-0.02311,-0.01393,-0.00359,-0.01512,-0.00011,-0.01675,-0.00274369
0.01618,-0.00521,-0.00249,-0.00843,-0.00648,-0.07665,-0.15184,-0.02065,-0.01581,-0.02511,-0.01174,-0.00257,-0.01469,-0.00223,-0.01678,-0.002393877
0.0154,-0.0055,-0.00661,-0.00808,-0.00995,-0.08062,-0.15348,-0.02104,-0.0147,-0.03002,-0.01161,-0.00423,-0.01702,-0.00122,-0.01945,-0.00285759
0.00334,-0.01347,-0.01795,-0.02089,-0.02033,-0.08564,-0.16484,-0.03316,-0.02584,-0.03578,-0.01871,-0.01336,-0.02637,-0.00503,-0.02845,-0.011829002
0.02006,-0.0061,-0.00918,-0.0159,-0.00748,-0.07619,-0.15035,-0.01562,-0.01907,-0.02148,-0.01464,0.00259,-0.01254,0.00037,-0.0227,-0.002287956
0.01503,-0.00802,-0.00417,-0.0113,-0.01087,-0.07429,-0.15347,-0.01858,-0.012,-0.0236,-0.01427,0.00517,-0.01686,0.00025,-0.02559,-0.002083271
0.01632,-0.01223,-0.01247,-0.01534,-0.01479,-0.07983,-0.15449,-0.0236,-0.02114,-0.0265,-0.01668,-0.0033,-0.01578,-0.00269,-0.01914,-0.008015252
0.00933,-0.00754,-0.00707,-0.01354,-0.01067,-0.08169,-0.15257,-0.02013,-0.01935,-0.02945,-0.01277,-0.00407,-0.01938,0.00165,-0.01929,-0.005127104
0.01445,-0.00515,-0.00651,-0.01346,-0.0107,-0.08181,-0.15373,-0.02022,-0.01676,-0.02977,-0.01288,-0.00291,-0.01728,0.00081,-0.01839,-0.002934365
0.014,-0.0034,-0.004,-0.00914,-0.01223,-0.08059,-0.15439,-0.01996,-0.01666,-0.02975,-0.0152,-0.0036,-0.01673,0.00349,-0.02219,-0.00220529
0.00998,-0.00587,-0.00826,-0.01192,-0.01493,-0.08069,-0.15487,-0.02543,-0.02079,-0.0288,-0.01701,-0.00361,-0.01939,0.00093,-0.02308,-0.004437907
0.0149,0.00173,-0.00142,-0.00522,-0.00809,-0.07426,-0.14982,-0.01698,-0.01262,-0.02374,-0.01222,0.00024,-0.01402,-0.002865,-0.01786,-0.000934989
0.01005,-0.01432,-0.01919,-0.02109,-0.02045,-0.08779,-0.16205,-0.02661,-0.02704,-0.03372,-0.01814,-0.00644,-0.02873,-0.0068,-0.01817,-0.009984816
0.00722,-0.0125,-0.01511,-0.02292,-0.01914,-0.08663,-0.16431,-0.03034,-0.02026,-0.03485,-0.01844,-0.0095,-0.02587,-0.0052,-0.02302,-0.009919964
0.00393,-0.00524,-0.02216,-0.01966,-0.01905,-0.09129,-0.16447,-0.03182,-0.03347,-0.03437,-0.01947,-0.00921,-0.03033,-0.01109,-0.02673,-0.010791827
0.00698,-0.00915,-0.01742,-0.02275,-0.01882,-0.08734,-0.15979,-0.03154,-0.02002,-0.03431,-0.02022,-0.01026,-0.02992,-0.00383,-0.02591,-0.00781774
0.00516,-0.01509,-0.01336,-0.01981,-0.0175,-0.08765,-0.15996,-0.02887,-0.02234,-0.03703,-0.0187,-0.01033,-0.02253,-0.00448,-0.02713,-0.010194886
0.01108,-0.01048,-0.00877,-0.01273,-0.01637,-0.08007,-0.1535,-0.01872,-0.01026,-0.0251,-0.01631,-0.00557,-0.01988,0.00418,-0.02167,-0.005148912
0.01993,-0.00021,-0.00073,-0.00872,-0.00682,-0.07445,-0.15398,-0.01797,-0.01732,-0.02211,-0.00543,0.00385,-0.01198,-0.00018,-0.01568,0.001884996
0.00975,-0.0107,-0.01269,-0.0128,-0.0165,-0.08604,-0.1571,-0.02595,-0.02274,-0.02954,-0.01341,-0.00619,-0.02456,-0.00151,-0.02662,-0.010157043
0.01645,-0.00384,0.00096,-0.01248,-0.0066,-0.07343,-0.1499,-0.01505,-0.01907,-0.02444,-0.01368,0.00283,-0.01205,0.0081,-0.02184,-0.003121802
0.01645,-0.01512,-0.01523,-0.0172,-0.01813,-0.08627,-0.16328,-0.02852,-0.02562,-0.03001,-0.02108,-0.00989,-0.0244,-0.00949,-0.02581,-0.011987362
0.01432,-0.00475,-0.01156,-0.00856,-0.01572,-0.08246,-0.15725,-0.01934,-0.01487,-0.03008,-0.0112,-0.00225,-0.01827,-0.00515,-0.01988,-0.004042751
0.01419,-0.00057,-0.00082,-0.00913,-0.00672,-0.07598,-0.14997,-0.0191,-0.0227,-0.02379,-0.00537,-0.00139,-0.01361,0.00459,-0.01462,-0.00018119
0.03469,0.00371,0.01269,0.00155,0.00675,-0.06713,-0.13801,-0.01261,0.00136,-0.01155,-0.00026,0.01438,0.00207,0.01377,-0.00816,0.01853002
0.02975,0.00738,0.00657,-0.0014,0.00179,-0.06652,-0.14306,-0.00902,-0.00635,-0.01228,0.00182,0.01108,-0.00249,0.01008,-0.00485,0.010550447
0.02574,0.00664,0.00342,0.00218,-0.00098,-0.06854,-0.14309,-0.00948,-0.00354,-0.01188,0.00075,0.01168,-0.00603,0.01011,-0.00342,0.010410233
0.01645,-0.00876,-0.01811,-0.01612,-0.01396,-0.0877,-0.16213,-0.02591,-0.02584,-0.03003,-0.02298,-0.00962,-0.02376,-0.00432,-0.03307,-0.009020574
0.01063,-0.01781,-0.01229,-0.01891,-0.01747,-0.08782,-0.1615,-0.0319,-0.02059,-0.03424,-0.02323,-0.01219,-0.02702,-0.00708,-0.02956,-0.012256358
0.00859,-0.00616,-0.02363,-0.00741,-0.02017,-0.08807,-0.16015,-0.02381,-0.02449,-0.03276,-0.02159,-0.00852,-0.02165,-0.00042,-0.02632,-0.00976578
0.01174,-0.00644,-0.01159,-0.00746,-0.01767,-0.08256,-0.16381,-0.0243,-0.01609,-0.02621,-0.01258,-0.00793,-0.02857,0.00017,-0.02231,-0.006968459
0.01645,-0.00383,-0.01421,-0.01229,-0.01092,-0.08224,-0.15725,-0.02206,-0.0187,-0.02581,-0.01574,-0.00482,-0.01836,0.00187,-0.03178,-0.005712613
0.01645,-0.00742,-0.01837,-0.0125,-0.01438,-0.08766,-0.15878,-0.02514,-0.01974,-0.03357,-0.01734,-0.00893,-0.02802,-0.00233,-0.01989,-0.007174945
0.01522,-0.00827,-0.00757,-0.01236,-0.01258,-0.08343,-0.1574,-0.01883,-0.0074,-0.02089,-0.00886,0.00111,-0.02472,0.00665,-0.01892,-0.001380974
0.01645,-0.00827,-0.01628,-0.01196,-0.01562,-0.08356,-0.15915,-0.02299,-0.02063,-0.02813,-0.01861,-0.00747,-0.02294,-0.00526,-0.02994,-0.003527717
0.01297,-0.00032,-0.01356,-0.00997,-0.01278,-0.08316,-0.153,-0.02468,-0.01188,-0.01773,-0.01666,0.00136,-0.02493,0.0022,-0.01841,-0.004049911
0.0208,0.01745,-0.013,-0.00582,-0.00885,-0.0799,-0.15842,-0.0197,-0.01413,-0.01921,-0.01061,0.0052,-0.02438,-0.00061,-0.01649,0.001948181
0.01529,0.00852,-0.00475,-0.00294,-0.00408,-0.07534,-0.14999,-0.01523,-0.0123,-0.01812,-0.00772,0.00764,-0.01293,0.00939,-0.01441,0.00106031
0.02502,0.01158,0.00379,0.00272,-0.00032,-0.06856,-0.14665,-0.00997,0.00022,-0.00903,0.00293,0.01286,-0.0181,0.01041,-0.0068,0.009704115
0.02971,0.01119,0.00716,0.00562,0.00539,-0.06479,-0.1467,-0.00941,0.00199,-0.0112,0.0038,0.02241,-0.00469,0.01391,-0.00696,0.010692118
0.02939,-0.00003,0.00325,-0.00437,0.00165,-0.06719,-0.14533,-0.01041,-0.00484,-0.02034,-0.00369,0.0095,-0.01171,0.0154,-0.00682,0.009077942
0.0121,0.00032,-0.0048,-0.01308,-0.01531,-0.08304,-0.16186,-0.02853,-0.02119,-0.0289,-0.0179,-0.0085,-0.01633,-0.00618,-0.02774,-0.004040876
0.00676,-0.02252,-0.01097,-0.01974,-0.02308,-0.0857,-0.16757,-0.03149,-0.02327,-0.02872,-0.02486,-0.00821,-0.03112,-0.01156,-0.02856,-0.014569479
0.01205,-0.01084,0.00674,-0.01482,-0.02173,-0.08794,-0.16719,-0.02452,-0.01837,-0.02648,-0.0223,-0.00999,-0.02771,0.0001,-0.02369,-0.005863574
0.01108,-0.01309,-0.02002,-0.01726,-0.01971,-0.08802,-0.16691,-0.02716,-0.02153,-0.03204,-0.02269,-0.01102,-0.02827,-0.00581,-0.02653,-0.010022429
0.00704,-0.01457,-0.01411,-0.01541,-0.01587,-0.08596,-0.16475,-0.02607,-0.01965,-0.02707,-0.02056,-0.00963,-0.02539,-0.00258,-0.01854,-0.01011168
0.01235,-0.0111,-0.00584,-0.01403,-0.01652,-0.0845,-0.15934,-0.02495,-0.0167,-0.02551,-0.01749,-0.00639,-0.02473,0.00627,-0.02288,-0.006251568
0.00738,-0.01084,-0.00694,-0.01323,-0.01785,-0.08481,-0.16644,-0.02187,-0.01513,-0.02356,-0.02104,-0.00733,-0.02152,-0.00127,-0.017,-0.006673736
0.01765,-0.00269,-0.01033,-0.00684,-0.0132,-0.08138,-0.16233,-0.02003,-0.00821,-0.02444,-0.00593,0.00525,-0.01235,-0.00334,-0.00993,0.004157802
0.00717,-0.01488,-0.02126,-0.02586,-0.02403,-0.09243,-0.16818,-0.03357,-0.01912,-0.02892,-0.02497,-0.01321,-0.03423,-0.00867,-0.02327,-0.011776377
0.02323,0.00064,-0.00012,-0.00692,-0.00903,-0.0808,-0.15442,-0.02343,-0.01346,-0.02112,-0.01119,-0.00031,-0.01821,0.00232,-0.00785,-0.002913473
0.01645,0.00681,0.00405,0.00371,0.00506,-0.06219,-0.14648,-0.00324,0.00461,-0.00836,-0.00123,0.0113,-0.00524,0.01311,0.00153,0.013467617
0.00973,-0.0118,-0.01454,-0.02421,-0.01932,-0.08741,-0.17011,-0.02273,-0.01388,-0.02887,-0.03006,-0.00716,-0.02983,-0.00912,-0.02939,-0.011901367
0.02264,-0.00028,0.00022,-0.00569,-0.00603,-0.08005,-0.1537,-0.00668,-0.00297,-0.0163,-0.00625,0.00381,-0.01054,0.01295,-0.01536,0.003199419
0.00704,-0.01905,-0.01372,-0.01903,-0.01936,-0.08255,-0.17002,-0.02935,-0.02048,-0.02957,-0.02775,-0.01956,-0.02579,-0.00337,-0.02661,-0.010585979
0.01645,-0.02174,-0.0135,-0.02342,-0.01669,-0.08565,-0.17078,-0.02867,-0.02267,-0.03032,-0.02959,-0.01233,-0.03265,-0.00343,-0.02761,-0.013039452
0.03715,0.02522,0.01214,0.0068,0.00404,-0.07335,-0.15072,0.00056,-0.00084,-0.01298,-0.00768,0.00614,-0.00968,0.01776,-0.01828,0.019080572
0.02265,0.00409,-0.00448,0.00756,-0.01036,-0.07791,-0.15607,-0.01367,-0.00228,-0.01566,-0.00551,0.00159,-0.01107,0.02025,-0.00817,0.012276307
0.01514,-0.00082,-0.00954,-0.01398,-0.00977,-0.07928,-0.15689,-0.01356,-0.01015,-0.01695,-0.00322,-0.0055,-0.01804,0.0087,-0.01096,0.001970174
0.00498,-0.01247,-0.01753,-0.01467,-0.01351,-0.08939,-0.16648,-0.02353,-0.02212,-0.02492,-0.01221,-0.0035,-0.01907,-0.00386,-0.02059,-0.009076834
-0.00308,-0.01948,-0.02297,-0.02817,-0.02929,-0.10189,-0.18994,-0.03418,-0.0287,-0.04179,-0.03254,-0.01899,-0.03776,-0.01259,-0.04068,-0.015643425
0.0178,-0.01666,-0.01409,-0.01627,-0.02253,-0.08376,-0.16832,-0.02488,-0.0184,-0.02747,-0.02003,-0.00937,-0.01714,-0.00553,-0.02486,-0.007211111
0.00171,-0.01404,-0.02114,-0.0219,-0.02057,-0.09265,-0.16805,-0.02367,-0.02173,-0.03069,-0.01878,-0.00971,-0.0244,-0.0038,-0.02753,-0.009204675
0.01064,-0.01105,-0.0052,-0.013,-0.01159,-0.08197,-0.15719,-0.02318,-0.01688,-0.01986,-0.02357,-0.01513,-0.02128,0.00311,-0.01611,-0.006730914
0.01333,-0.00912,-0.01584,-0.01805,-0.01178,-0.08882,-0.16244,-0.02632,-0.01619,-0.02511,-0.01628,-0.00172,-0.01578,-0.00324,-0.01983,-0.007724326
0.01429,0.00333,-0.00079,-0.00927,-0.01398,-0.08002,-0.15174,-0.02103,-0.0101,-0.02171,-0.01943,-0.0039,-0.02594,-0.00262,-0.01317,-0.003179336
0.02176,-0.00009,-0.00711,-0.00874,-0.00976,-0.07685,-0.16351,-0.01987,-0.00528,-0.02403,-0.01057,0.0009,-0.0172,0.01504,-0.01759,-0.000919059
0.0128,-0.00507,-0.00258,-0.00308,-0.01104,-0.0793,-0.15902,-0.01477,-0.01201,-0.02218,-0.01,0.00104,-0.00914,0.00613,-0.01283,0.001164426
0.01337,-0.0061,-0.00276,-0.02081,-0.01803,-0.08593,-0.16176,-0.02135,-0.01798,-0.02654,-0.01822,-0.01164,-0.02891,-0.0023,-0.02526,-0.004252853
0.02097,-0.00277,-0.0151,-0.00488,-0.0085,-0.084,-0.15534,-0.02255,-0.0098,-0.0275,-0.00546,-0.00471,-0.0157,0.0049,-0.01537,-0.000701854
0.02429,-0.00527,-0.0067,-0.00648,0.0007,-0.07245,-0.15485,-0.01972,-0.01183,-0.02845,-0.01124,-0.00191,-0.02153,0.00365,-0.01468,-0.001068571
0.00691,-0.01499,-0.01306,-0.01083,-0.02514,-0.08978,-0.17032,-0.02629,-0.02443,-0.03729,-0.01782,-0.01162,-0.02519,-0.00479,-0.02804,-0.008528375
0.00257,-0.0173,-0.02361,-0.02851,-0.02737,-0.09365,-0.16892,-0.03415,-0.0252,-0.03369,-0.01843,-0.01304,-0.04465,-0.01471,-0.02565,-0.011505154
0.01213,-0.01728,-0.0147,-0.00719,-0.01839,-0.09426,-0.16297,-0.02241,-0.02485,-0.03215,-0.02076,-0.0077,-0.02135,-0.00215,-0.02523,-0.009184607
0.01445,-0.00646,-0.00876,-0.00982,-0.01232,-0.08486,-0.15996,-0.02133,-0.0118,-0.02517,-0.00964,0.00797,-0.01814,0.00985,-0.016,-0.005314209
0.02718,0.00173,-0.00387,0.0006,-0.00377,-0.07029,-0.1503,-0.02234,-0.00269,-0.01339,-0.01474,-0.00321,-0.00463,0.00435,-0.00394,0.005200812
0.009,-0.01539,-0.02515,-0.01741,-0.01778,-0.07933,-0.16735,-0.02993,-0.02103,-0.02357,-0.02065,-0.00993,-0.02716,0.00161,-0.01772,-0.011090478
0.0083,-0.00986,-0.01684,-0.02098,-0.01798,-0.09126,-0.16586,-0.02515,-0.01568,-0.02518,-0.01656,-0.00857,-0.0197,0.00841,-0.02536,-0.004588402
0.00396,-0.01561,-0.01946,-0.01564,-0.0237,-0.08882,-0.16893,-0.03604,-0.02626,-0.03192,-0.02931,-0.01529,-0.02273,-0.00268,-0.02684,-0.010840164
0.01302,-0.01181,-0.01166,-0.01978,-0.00833,-0.086,-0.16873,-0.02689,-0.01214,-0.0199,-0.0296,-0.01523,-0.02547,0.00472,-0.02865,-0.00269991
0.02039,-0.01423,-0.01577,-0.01625,-0.01796,-0.1003,-0.17284,-0.02278,-0.01526,-0.03425,-0.03423,-0.01498,-0.03216,-0.01012,-0.02548,-0.008360527
0.01258,-0.00607,-0.00985,-0.0138,-0.00549,-0.09126,-0.16746,-0.02309,-0.01737,-0.02051,-0.01961,-0.00823,-0.02167,-0.00218,-0.01956,-0.004581935
0.01676,0.00072,-0.0006,-0.0076,-0.00612,-0.08564,-0.15783,-0.02181,-0.0165,-0.02308,-0.01415,-0.00473,-0.01915,0.00344,-0.01694,-0.003102196
0.01301,-0.00566,-0.00843,-0.01444,-0.00934,-0.08818,-0.16917,-0.01834,-0.01574,-0.03274,-0.02206,-0.00596,-0.01922,0.00319,-0.0245,-0.002980557
0.01193,-0.01139,-0.00762,-0.00907,-0.01629,-0.08096,-0.15807,-0.02088,-0.01904,-0.02476,-0.01698,-0.00867,-0.01991,-0.00798,-0.01918,-0.008885853
0.01186,-0.0122,-0.00736,-0.01305,-0.01125,-0.08673,-0.16604,-0.02211,-0.02171,-0.02717,-0.02393,-0.00681,-0.01249,0.00244,-0.01766,-0.009686877
0.01413,-0.01423,-0.01747,-0.01077,-0.01704,-0.09302,-0.17403,-0.02379,-0.02558,-0.02442,-0.01194,-0.0132,-0.025,0.00399,-0.02275,-0.009296059
0.02164,-0.00516,-0.00833,-0.00719,-0.00994,-0.08043,-0.16351,-0.02033,-0.00832,-0.02198,-0.01172,-0.00475,-0.01869,-0.00148,-0.01891,0.000418576
0.00037,-0.01858,-0.0259,-0.01771,-0.02959,-0.08689,-0.18298,-0.02898,-0.02654,-0.03437,-0.01073,-0.017,-0.03397,-0.02126,-0.02659,-0.009969341
0.01134,-0.01257,-0.01986,-0.01344,-0.009965,-0.08629,-0.17104,-0.02573,-0.01605,-0.03424,-0.02198,-0.00562,-0.02952,-0.00095,-0.03041,-0.010232829
0.01124,-0.01095,-0.01128,-0.01213,-0.01535,-0.09085,-0.16434,-0.03337,-0.0221,-0.0277,-0.01916,-0.00996,-0.02397,-0.00752,-0.02005,-0.009398381
0.01572,-0.00045,-0.01122,-0.00826,-0.00751,-0.0788,-0.16507,-0.01281,-0.00804,-0.02322,-0.01696,-0.0067,-0.01445,0.00076,-0.01849,-0.001185915
0.02039,0.00802,0.00149,-0.0043,-0.00043,-0.07503,-0.15659,-0.02223,-0.00562,-0.01952,-0.00465,-0.00179,-0.01415,0.01104,-0.01247,0.001920378
0.03059,0.00772,0.00907,0.00203,-0.00567,-0.07169,-0.15693,-0.01405,-0.01005,-0.0052,0.00428,0.00707,-0.00234,0.01256,-0.00312,0.021008149
0.01537,-0.01553,-0.00991,-0.01642,-0.01977,-0.09044,-0.16511,-0.03031,-0.02153,-0.03297,-0.02044,-0.01055,-0.02239,0.00022,-0.02663,-0.009665978
0.03103,0.00225,0.00286,-0.00089,0.00228,-0.06589,-0.15021,-0.01781,-0.00327,-0.02281,-0.012385,0.00398,-0.01131,0.0104,-0.00647,0.004661113
0.0114,-0.0137,-0.02075,-0.01448,-0.01909,-0.08684,-0.17137,-0.03084,-0.01668,-0.03137,-0.02497,-0.00438,-0.03006,-0.0009,-0.02233,-0.010517463
0.01375,-0.01146,-0.00635,-0.01218,-0.01834,-0.08949,-0.16775,-0.01716,-0.01712,-0.02762,-0.01549,-0.00691,-0.01935,-0.00029,-0.02297,-0.004017692
0.02266,-0.00149,-0.00466,-0.00846,-0.01437,-0.08169,-0.1624,-0.01851,-0.01734,-0.02095,-0.0173,-0.00341,-0.01883,-0.00055,-0.02685,-0.001225476
0.0221,-0.00522,0.00182,0.00122,-0.00682,-0.07113,-0.15712,-0.01927,-0.00868,-0.02558,-0.00714,-0.00105,-0.01144,0.0081,-0.01502,0.002401518
0.00556,-0.00625,-0.01295,-0.02573,-0.01103,-0.09038,-0.17018,-0.02703,-0.02047,-0.02719,-0.01419,-0.01014,-0.02609,-0.00072,-0.02156,-0.00326979
