,0
0,-0.006325585301965475
1,-0.013995930552482605
2,-0.007102924399077892
3,-0.005822878330945969
4,-0.004248734563589096
5,-0.00662187859416008
6,-0.0003650289145298302
7,-0.004327115602791309
8,-0.0037603427190333605
9,0.001253621419891715
10,-0.0017014771001413465
11,-0.003519941121339798
12,-0.0038916475605219603
13,-0.00484310882166028
14,-0.0018768232548609376
15,-0.005198922008275986
16,-0.007241078186780214
17,-0.009331419132649899
18,-0.012049183249473572
19,-0.011178440414369106
20,-0.003985010553151369
21,-0.003949414473026991
22,-0.000598150712903589
23,-0.008187825791537762
24,-0.007238722871989012
25,-0.0012443291489034891
26,-0.004998328164219856
27,-0.0052010673098266125
28,-0.01245043333619833
29,-0.0075836870819330215
30,-0.010367886163294315
31,-0.006147644016891718
32,-0.007722487207502127
33,-0.008317711763083935
34,-0.008229113183915615
35,-0.011358623392879963
36,-0.002062708605080843
37,-0.01607033610343933
38,-0.007800414226949215
39,-0.007321482058614492
40,-0.009304696694016457
41,-0.00445832684636116
42,-0.006593565922230482
43,-0.006407911889255047
44,-0.008661143481731415
45,-0.00688864104449749
46,0.004592109005898237
47,-0.009439111687242985
48,-0.005555248819291592
49,-0.0006655456963926554
50,-0.0036141101736575365
51,-0.002871596021577716
52,-0.01177795697003603
53,-0.007187142968177795
54,-0.005510520190000534
55,-0.003793231677263975
56,-0.004514160566031933
57,6.198009941726923e-06
58,-0.002379828132688999
59,-0.0033709388226270676
60,-0.005216303747147322
61,-0.008274671621620655
62,-0.0049832831136882305
63,-0.0017538288375362754
64,-0.0001740953157423064
65,-0.0013923225924372673
66,0.0029611249919980764
67,0.005666564684361219
68,-0.006508498452603817
69,-0.0008471501059830189
70,-0.007836375385522842
71,-0.0008235636632889509
72,-0.003229187335819006
73,-0.008977187797427177
74,-0.001318950904533267
75,0.0007453083526343107
76,0.0033071970101445913
77,-0.0004906870890408754
78,0.0014177425764501095
79,0.002430459251627326
80,0.0029250006191432476
81,-1.709054413367994e-05
82,-0.001343472278676927
83,-0.0001926081458805129
84,-0.0006655456963926554
85,0.006491127889603376
86,-0.0008365304674953222
87,-0.0035216796677559614
88,0.000844423717353493
89,-0.0069952537305653095
90,-0.004045458044856787
91,0.0016086206305772066
92,-0.0012775695649906993
93,3.366694363649003e-05
94,-0.007559502962976694
95,0.0012213351437821984
96,-0.00778607651591301
97,-0.01180341001600027
98,-0.0017192693194374442
99,0.00035064946860074997
100,-0.0019095552852377295
101,0.0017019897932186723
102,-0.00238500302657485
103,0.00821351446211338
104,0.0024314711336046457
105,-0.0018356955843046308
106,0.0016531768487766385
107,-0.007716564927250147
108,-0.007434660568833351
109,-0.0010026851668953896
110,-0.001288606901653111
111,0.0023783729411661625
112,-0.008478167466819286
113,-7.470313721569255e-05
114,-0.0016640747198835015
115,0.0009336043149232864
116,-0.00023869852884672582
117,-0.010719926096498966
118,-0.009134112857282162
119,-0.00680528162047267
120,-0.0004168094019405544
121,-0.008337173610925674
122,-0.0036111283116042614
123,-0.006285015493631363
124,-0.0028187159914523363
125,-0.006165624130517244
126,-0.0008892110781744123
127,0.0014398170169442892
128,0.009428399614989758
129,0.0025372032541781664
130,0.007378888316452503
131,-0.0029602141585201025
132,0.0011866027489304543
133,-0.014110295102000237
134,-0.005052756518125534
135,-0.0029708994552493095
136,0.0014811328146606684
137,0.00042362092062830925
138,0.0011728540994226933
139,0.0043944101780653
140,0.0019614379853010178
141,0.0005499782273545861
142,0.019517092034220695
143,-0.010023352690041065
144,-0.004610702395439148
145,0.0014398170169442892
146,-0.0029634807724505663
147,0.0008980436250567436
148,-0.007703685201704502
149,-0.006637420039623976
150,-0.0025076339952647686
151,-0.0032152740750461817
152,-0.004944059997797012
153,-0.002554663922637701
154,-0.0013257076498121023
155,0.001281866105273366
156,0.009328280575573444
157,-0.000955973460804671
158,0.006905621383339167
159,0.0038400967605412006
160,0.0072850873693823814
161,-0.004503285512328148
162,0.0020133506041020155
163,-0.005633856635540724
164,-0.0009426467586308718
165,0.008108634501695633
166,-0.005572167690843344
167,0.008157826028764248
168,0.008666983805596828
169,5.735555896535516e-05
170,0.0057572005316615105
171,0.000800543581135571
172,0.0043426440097391605
173,-0.001257791998796165
174,-0.005519817117601633
175,-9.789720206754282e-05
176,0.007476488593965769
177,-0.004419595468789339
178,0.0032888539135456085
179,-0.002445583464577794
180,0.0035992562770843506
181,0.00038186655729077756
182,0.0003674725885502994
183,0.0010494089219719172
184,0.01190527155995369
185,-0.0009059477015398443
186,-0.0010687463218346238
187,0.008581469766795635
188,0.0136458994820714
189,0.004219525493681431
190,-0.00572942104190588
191,-0.012013860046863556
192,-0.012573886662721634
193,-0.013275002129375935
194,-0.010757059790194035
195,-0.00668597687035799
196,-0.0005947802565060556
197,0.0018432684009894729
198,-0.013699441216886044
199,0.00581436138600111
200,0.0023217685520648956
201,0.008882519789040089
202,0.002264874055981636
203,0.009094218723475933
204,0.00843043066561222
205,0.003323253244161606
206,0.0021761166863143444
207,0.00367909437045455
208,0.0027913879603147507
209,0.0044539873488247395
210,0.008098212070763111
211,0.010488596744835377
212,6.48491841275245e-05
213,-8.759548654779792e-05
214,0.011317695491015911
215,0.005600376520305872
216,-0.005568084307014942
217,-0.0038719659205526114
218,-0.0038727521896362305
219,-0.000888503564056009
220,-0.006377059035003185
221,-0.0034615900367498398
222,0.003713472979143262
223,0.007658743765205145
224,0.002840935718268156
225,0.003528216853737831
226,0.0042961095459759235
227,0.003799127647653222
228,0.0024603521451354027
229,0.0034439736045897007
230,0.004249387886375189
231,-0.0026200120337307453
232,0.0008335214806720614
233,0.00583440950140357
234,0.0014331459533423185
235,0.002361669670790434
236,0.006565671414136887
237,0.004224760457873344
238,0.006034142803400755
239,0.0016636574873700738
240,0.0028878042940050364
241,-0.006282102316617966
242,-0.005737196188420057
243,-0.005098202731460333
244,-0.004039641935378313
245,0.0012593634892255068
246,0.00034372787922620773
247,-0.0025028553791344166
248,-0.003501795930787921
249,-0.000264321657596156
250,-0.0032153476495295763
251,-0.0043463073670864105
252,-0.006823016796261072
253,-0.0021973971743136644
254,-0.0014801542274653912
255,0.002708780812099576
256,-0.0007093821186572313
257,-0.0045128874480724335
258,-0.005448493640869856
259,-0.008900980465114117
260,-0.008716084994375706
261,-0.008035182021558285
262,-0.013877613469958305
263,-0.012587061151862144
264,-0.008097749203443527
265,-0.002831233898177743
266,-0.01198819000273943
267,-0.012599586509168148
268,-0.005602767691016197
269,-0.0034149622078984976
270,-0.010292360559105873
271,-0.015003939159214497
272,-0.011880207806825638
273,-0.013464345596730709
274,-0.012649355456233025
275,-0.006549459416419268
276,-0.008827161975204945
277,-0.01264206226915121
278,-0.012338950298726559
279,-0.011977037414908409
280,-0.002768526552245021
281,-0.009646957740187645
282,-0.014674093574285507
283,-0.011067850515246391
284,-0.01617433875799179
285,-0.009045865386724472
286,-0.017051076516509056
287,-0.016011113300919533
288,-0.01203446090221405
289,-0.009790029376745224
290,-0.009686046279966831
291,-0.0112379165366292
292,-0.014654461294412613
293,-0.011117521673440933
294,-0.012369549833238125
295,-0.011182215996086597
296,-0.013062672689557076
297,-0.00970087107270956
298,-0.007099710870534182
299,-0.0073337191715836525
300,-0.012794101610779762
301,-0.007455303333699703
302,-0.011730997823178768
303,-0.009094076231122017
304,-0.007106010336428881
305,-0.011105505749583244
306,-0.010996737517416477
307,-0.012602748349308968
308,-0.013122948817908764
309,-0.01097052451223135
310,-0.015698514878749847
311,-0.0047669862397015095
312,-0.006401875521987677
313,-0.005265937652438879
314,-0.005925041623413563
315,-0.0041077532805502415
316,-0.0057974038645625114
317,-0.0017398549243807793
318,-0.00257619540207088
319,-0.009824990294873714
320,-0.005969025194644928
321,-0.0025738454423844814
322,-0.00541211711242795
323,-0.014107026159763336
324,-0.011244682595133781
325,-0.0004968688008375466
326,-0.004293445963412523
327,-0.004003216978162527
328,0.00010515024041524157
329,0.0016561191296204925
330,-0.009463191963732243
331,-0.006339424755424261
332,0.0009473614045418799
333,-0.013506543822586536
334,-0.008226871490478516
335,-0.008183944970369339
336,-0.0030485785100609064
337,0.00024759717052802444
338,-0.003788906382396817
339,-0.004627584014087915
340,-0.006823016796261072
341,-0.009478329680860043
342,-0.005421120673418045
343,-0.005974905099719763
344,-0.00019159828661940992
345,-0.004463186953216791
346,-0.006731385365128517
347,-0.01233317144215107
348,-0.013056093826889992
349,-0.013449171558022499
350,-0.011098970659077168
351,-0.009007248096168041
352,-0.013058134354650974
353,-0.010863227769732475
354,-0.010146495886147022
355,-0.010239171795547009
356,-0.00886287447065115
357,-0.002062310231849551
358,-0.001444006571546197
359,-0.006167406216263771
360,0.00012421069550327957
361,-0.0012460367288440466
362,0.002506324788555503
363,0.0099461255595088
364,0.0037519249599426985
365,0.0002385560073889792
366,-0.007483113091439009
367,-0.002358352532610297
368,0.002876013983041048
369,-0.00022300536511465907
370,-0.009686172008514404
371,-0.0070167286321520805
372,-0.0037514062132686377
373,-0.005875328555703163
374,-0.010336067527532578
375,-0.010635589249432087
376,-0.006112792529165745
377,-0.01087184064090252
378,-0.007589185610413551
379,-0.007684607990086079
380,-0.008310114033520222
381,-0.008082840591669083
382,-0.004060935229063034
383,-0.0019422706682235003
384,-0.011373208835721016
385,-0.0037662102840840816
386,-0.0011096399975940585
387,-0.004060935229063034
388,-0.002803132403641939
389,-0.006433327682316303
390,-0.004085247404873371
391,-0.009069008752703667
392,-0.007154256571084261
393,-0.010249063372612
394,-0.010178378783166409
395,-0.0003766549925785512
396,-0.0071275606751441956
397,-0.006433327682316303
398,-0.004744064062833786
399,-0.004552055150270462
400,-0.006433327682316303
401,-0.013426193036139011
