TRUE,fit,prediction
0.00095,-0.001246037,
0.00184,0.002506325,
0.00343,0.009946126,
0.0019,0.003751925,
0.00108,0.000238556,
-0.00193,-0.007483113,
-0.00341,-0.002358353,
-0.00151,0.002876014,
0,-0.000223005,
-0.0081,-0.009686172,
-0.00684,-0.007016729,
-0.00238,-0.003751406,
-0.00917,-0.005875329,
-0.01066,-0.010336068,
-0.01209,-0.010635589,
-0.00883,-0.006112793,
-0.00193,-0.010871841,
-0.00912,-0.007589186,
-0.01097,-0.007684608,
-0.00821,-0.008310114,
-0.00892,-0.008082841,
-0.00788,-0.004060935,
-0.00306,-0.001942271,
-0.01172,-0.011373209,
-0.00562,-0.00376621,
-0.00556,-0.00110964,
-0.00802,-0.004060935,
-0.00562,-0.002803132,
-0.00962,-0.006433328,
-0.00487,-0.004085247,
-0.01222,-0.009069009,
-0.0072,-0.007154257,
-0.00862,-0.010249063,
-0.00771,-0.010178379,
-0.00188,-0.000376655,
-0.00781,-0.007127561,
-0.0063,-0.006433328,
-0.00703,-0.004744064,
-0.00734,-0.004552055,
-0.00512,-0.006433328,
-0.01225,-0.013426193,
-0.01227,-0.01029433,
-0.01629,-0.015000024,
-0.00991,-0.008878289,
-0.01401,-0.012526266,
-0.01295,-0.010726909,
-0.01332,-0.015198175,
-0.00992,-0.011465502,
-0.01462,-0.010382746,
-0.0115,-0.010427242,
-0.01052,-0.009188686,
-0.01572,-0.016109608,
-0.01856,-0.018016625,
-0.00881,-0.009911391,
-0.01087,-0.011311131,
-0.01033,-0.008016291,
-0.0103,-0.010458478,
-0.00738,-0.006433328,
-0.00595,-0.006998167,
-0.00956,-0.009571919,
-0.01003,-0.00935307,
-0.00845,-0.007589186,
-0.01165,-0.00988061,
-0.00977,-0.008286319,
-0.0096,-0.008438846,
-0.0123,-0.013161268,
-0.00713,-0.010904442,
-0.00445,-0.005303785,
-0.01097,-0.011120277,
-0.01362,-0.013462815,
-0.00895,-0.007589186,
-0.01305,-0.012716252,
-0.01169,-0.010618933,
-0.00543,-0.005756374,
-0.00334,-0.001386518,
0.00168,-0.003608016,
-0.00272,-0.002295324,
-0.00044,-0.003124833,
-0.00386,-0.00670873,
-0.00703,-0.004040219,
-0.00829,-0.007589114,
-0.00519,-0.003480014,
-0.00575,-0.003676013,
-0.00116,0.001544023,
-0.00437,-0.000982335,
-0.00414,-0.004721186,
-0.00187,-0.000361383,
-0.00087,0.001059481,
-0.00214,2.40E-05,
-0.00575,-0.000930485,
0.00343,0.002469536,
0.00514,0.002028443,
0.00314,0.001411021,
0.00274,0.001334569,
-0.00024,-0.001315264,
-0.0015,-0.002714683,
0.00156,0.000630762,
0.00357,-0.00031756,
0.00001,0.002330725,
0.00422,0.00492011,
0.00095,-0.000255169,
0.00015,-0.00051917,
-0.00869,-0.004045706,
-0.00704,-0.004340625,
-0.003,-0.004367267,
-0.00485,-0.003285364,
0.00029,-0.000235246,
-0.00634,-0.008700124,
-0.00061,-0.001082603,
-0.0001,0.001532834,
-0.00195,0.001522485,
0.00271,0.001290558,
-0.00359,-0.000577817,
-0.00257,0.000158032,
-0.00423,-0.003509275,
-0.01336,-0.01152902,
0.00259,0.000968311,
0.00517,-0.001931778,
-0.0033,-0.00928966,
-0.00407,-0.005099037,
-0.00291,-0.003150571,
-0.0036,-0.001583731,
-0.00361,-0.005598583,
0.00024,-0.001995201,
-0.00644,-0.008961368,
-0.0095,-0.00934352,
-0.00921,-0.009292549,
-0.01026,-0.006653645,
