,fit,HEZJ
604,-0.010937727,-0.00193
605,-0.00992491,-0.01112
606,-0.006487505,-0.00361
607,-0.013909511,-0.01394
608,-0.008949687,-0.01235
609,-0.012129806,-0.01834
610,0.009129384,0.01091
611,-0.005451129,-0.00279
612,0.00928673,0.00598
613,-0.014572835,-0.01458
614,-0.012683298,-0.00852
615,-0.016285866,-0.01787
616,0.001502674,0.00117
617,0.004154673,0.00553
618,0.000133365,-0.00038
619,0.002896078,0.00151
620,0.003856906,-0.00013
621,0.004554421,0.00811
622,0.006802525,0.00939
623,0.006018604,0.0028
624,-0.000911611,-0.00298
625,9.56E-05,0.00409
626,-0.00791877,-0.00606
627,-0.004232436,-0.0001
628,-0.002932345,0.00229
629,0.000518035,0.00007
630,-0.000685543,-0.00363
631,-0.002790286,0.00163
632,-0.002278897,-0.0034
633,-0.007881971,-0.00492
634,-0.003092997,-0.00836
635,-0.009663226,-0.01071
636,0.001435848,0.00285
637,0.005530595,0.00117
638,0.002489196,0.00352
639,0.004356797,0.00574
640,-0.001062015,-0.00269
641,-0.016695358,-0.01571
642,-0.000766112,-0.00368
643,0.001525451,0.00031
644,0.002728638,0.0012
645,-0.014362476,-0.01363
646,-0.005923203,-0.00283
647,-0.002709017,-0.00082
648,-0.005360689,-0.00143
649,0.001783673,-0.00012
650,0.001899547,0.00332
651,0.001102628,0.00161
652,0.004570861,0.00301
653,0.00556527,0.00009
654,0.000631563,0.00019
655,0.003372625,0.00285
656,0.005486556,0.0042
657,-0.001481474,0.00255
658,-0.002465874,-0.00283
659,0.001866499,-0.0023
660,0.001182955,0.0027
661,0.005075099,0.00522
662,0.006549129,0.00998
663,0.002947025,0.00327
664,0.003778169,0.00115
665,0.002670522,0.00501
666,0.002080373,0.00347
667,0.003389251,0.00224
668,0.004717242,0.00626
669,0.0054438,0.00131
670,0.004226796,-0.00082
671,0.008978563,0.00791
672,0.004886111,0.00457
673,0.000732811,-0.00385
674,-0.000499724,-0.00223
675,0.00054542,0.00204
676,-0.002403521,-0.00204
677,0.003548467,0.00282
678,0.003820652,0.0052
679,0.0006273,0.00311
680,0.004098484,0.00259
681,0.004088809,0.0041
682,-0.001156889,0.00011
683,-0.003428884,0.00008
684,-0.003379334,-0.00326
685,-0.004358971,-0.00256
686,-0.003899172,-0.00215
687,0.004049669,0.00198
688,0.003306246,0.00139
689,0.000747738,-0.00026
690,0.002670893,0.00472
691,0.00380138,0.00393
692,0.004700768,0.0043
693,0.010000496,0.00905
694,0.005999678,0.00291
695,0.000601333,0.00151
696,0.002717808,0.00308
697,9.03E-05,-0.00008
698,0.002051924,0.0008
699,0.003562515,0.00197
700,-0.001543171,-0.00105
701,0.00412141,0.00567
702,0.005678586,0.00995
703,0.005184459,0.00588
704,0.000876555,0.0039
705,0.002122276,-0.00473
706,-0.004134088,-0.00252
707,-0.003569502,-0.00345
708,-0.002822722,0
709,-0.00211934,0.00009
710,-0.005003547,-0.0057
711,-0.002862593,-0.00242
712,-0.010797346,-0.0092
713,-0.002461285,-0.00144
714,-0.003026722,0.00036
715,-0.000668763,-0.00157
716,-0.000875644,-0.00246
717,-0.00241094,0.00041
718,-0.001669214,-0.00072
719,-0.003415538,0.0004
720,-0.001867359,-0.00037
721,-0.005252114,-0.00499
722,-0.011848589,-0.01082
723,-0.004749058,-0.00758
724,-0.003989798,-0.00446
725,-0.001949817,-0.00373
726,-0.000356954,-0.00245
727,0.000777527,-0.00017
728,0.000728916,0.00489
729,0.002288147,0.00155
