,XGB1,HEZJ
148,0.014453524,0.01045
149,0.021019302,0.01898
150,0.019182183,0.0159
151,0.014865257,0.01008
152,0.02074953,0.01365
153,0.02074953,0.01392
154,0.02049556,0.01718
155,0.021034207,0.00917
156,0.020524608,0.01246
157,0.003444828,-0.0015
158,0.00838635,0.0077
159,0.005131478,0.00343
160,0.008424207,0.01264
161,0.010468123,0.00933
162,0.01323373,0.01135
163,0.004296591,0.00154
164,0.002727443,0.00169
165,0.006135851,0.0032
166,0.009676068,-0.00124
167,0.00137676,0.00047
168,0.007475995,0.0083
169,0.00281734,0.00042
170,0.015031782,0.01298
171,0.005571669,0.00583
172,0.004781403,0.00334
173,0.01380029,0.00655
174,0.007046946,0.00792
175,0.006870626,0.01039
176,0.007430914,0.01369
177,0.02099981,0.01454
178,0.004164713,0.00387
179,0.011365336,0.00858
180,0.014289529,0.01434
181,0.020104114,0.02046
182,0.011765599,0.00799
183,0.014865257,0.01367
184,0.019617498,0.0132
185,0.012662618,0.01026
186,0.019921182,0.01426
187,0.003101733,0.00124
188,0.011362672,0.0032
189,-0.001970053,0.0031
190,-0.011844497,-0.01708
191,0.001704412,0.00619
192,-0.00172924,-0.00208
193,-0.002473314,-0.00771
194,-0.006395856,-0.01071
195,0.008222901,0.0067
196,0.00732188,0.00935
197,0.007192011,-0.00193
198,0.006473037,0.01072
199,0.006621776,0.00403
200,0.001570906,-0.00297
201,0.008159894,0.00512
202,0.00109105,0.00868
203,0.010085339,0.00364
204,0.011934226,0.00107
205,-0.004697587,-0.0017
206,0.003496918,0.00183
207,-0.001352137,-0.00264
208,-0.001883069,-0.00381
209,-0.003404388,-0.00678
210,-0.012558544,-0.01582
211,-0.009888602,-0.00787
212,0.000600582,-0.00092
213,-0.012327311,-0.01184
214,-0.003282909,-0.01234
215,-0.003569434,-0.00562
216,-0.002001189,-0.00278
217,0.000442339,-0.00418
218,-0.006337691,-0.00158
219,-0.01352962,-0.01136
220,-0.007841561,-0.0119
221,-0.002281302,-0.00769
222,-0.008459256,-0.01852
223,-0.004901981,-0.00504
224,0.006336954,-0.0005
225,-0.004155553,-0.00984
226,-0.012864776,-0.01584
227,-0.001848087,-0.01384
228,0.003435328,0.00566
229,-0.006624854,-0.01058
230,-0.005507297,-0.00322
231,0.004561625,-0.00136
232,0.010062382,0.00243
233,-0.005848001,-0.00946
234,-0.006704536,-0.00778
235,0.002952457,0.00184
236,0.003669815,0.00389
237,-0.014220018,-0.01692
238,-0.013602861,-0.01901
239,0.005335625,0.00603
240,-0.001042196,-0.00889
241,-0.010035041,-0.01516
242,0.006534671,0.00729
243,-0.00994482,-0.01449
244,-0.004875914,-0.0064
245,0.000407923,-0.00762
246,-0.000104194,0.00449
247,0.006043836,0.006
248,-0.004734374,-0.01153
249,-0.001699518,-0.00353
250,0.001689773,-0.00055
251,-0.010618746,-0.01465
252,-0.012567839,-0.012
253,-0.013240156,-0.01531
254,-0.004189188,-0.00475
255,0.000618632,-0.00123
256,-0.001058268,0.00086
257,-0.001933913,0.00044
258,-0.005862385,-0.0037
259,-0.009712582,-0.00978
260,-0.006806492,-0.00915
261,-0.002091198,-0.0029
262,-0.002282198,0.00179
263,0.005871219,0.00297
264,0.003489663,0.00195
265,-0.013930685,-0.02065
266,0.003258801,-0.00259
267,-0.000183423,0.00058
268,0.002778561,0.00492
269,-0.001296526,-0.00243
270,0.000565807,-0.00146
271,-0.003196761,0.00021
272,0.001514901,0.00156
273,0.004043108,0.00447
274,-0.006073089,-0.00679
275,0.001966632,-0.00087
276,0.002250858,-0.0015
277,-0.003955125,-0.00591
278,0.00126931,0.00089
279,0.012440424,0.00576
280,0.000529184,-0.0012
281,-0.00056292,-0.00235
282,0.00053229,-0.00251
283,-0.000141491,-0.00331
284,0.00136073,0.00148
285,-0.002032361,-0.00504
286,0.003132934,0.00046
